"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"98","Dallas",2020-09-30,5,39,39,166,1961,152,2127,9,7432,165,1,1952,9,151,1,5,0,9,0,2117,10,165,1952,1,9,166,1961,0,0,1,8,2.233584499,28.61948332,0,12.10979548,7.80441937,0,157,3.184713376,96.81528662,1544,583
"99","Desha",2020-09-30,6,41,41,300,3942,271,4241,23,11887,297,3,3910,32,269,2,6,0,22,1,4207,34,297,3910,2,32,299,3942,0,2,0,20,2.523765458,35.68604358,0,18.50761336,7.072135785,0,277,2.166064982,97.83393502,3596,646
"100","Drew",2020-09-30,7,43,43,359,5769,341,6131,11,18502,347,12,5720,49,331,10,6,1,10,1,6067,64,347,5720,15,49,362,5769,2,1,0,36,1.940330775,33.1207437,1.08096422,5.4048211,5.858355091,5.555555556,348,2.011494253,97.98850575,5177,951
"101","Faulkner",2020-09-30,20,45,45,2566,37279,2266,39859,280,122416,2466,100,36590,689,2182,84,17,3,267,13,39056,803,2466,36590,114,689,2580,37279,35,31,0,248,2.096131225,32.54884982,2.859103385,21.8108744,6.439954825,14.11290323,2286,0.874890639,99.12510936,31810,8035
"102","Franklin",2020-09-30,2,47,47,293,6322,250,6616,41,17780,282,11,6313,9,241,9,2,0,39,2,6595,21,282,6313,12,9,294,6322,7,11,0,57,1.64791901,37.20472441,3.937007874,21.93475816,4.429327286,12.28070175,252,0.793650794,99.20634921,5296,1319
"103","Fulton",2020-09-30,4,49,49,177,1310,125,1488,48,12139,159,18,1309,1,115,10,3,1,41,7,1468,20,159,1309,19,1,178,1310,8,6,1,30,1.458110223,12.24977346,6.590328693,33.77543455,11.90316073,26.66666667,129,3.100775194,96.89922481,1080,407
"104","Garland",2020-09-30,53,51,51,1949,30726,1722,32674,174,98296,1920,29,30635,91,1705,17,48,5,167,7,32555,119,1920,30635,28,91,1948,30726,19,18,0,527,1.982786685,33.24143404,1.932937251,16.9895011,5.964804897,3.605313093,1775,2.985915493,97.01408451,26255,6420
"105","Grant",2020-09-30,2,53,53,272,5106,243,5384,27,18086,263,9,5052,54,234,9,2,0,27,0,5315,69,263,5052,15,54,278,5106,1,11,0,47,1.503925688,29.73570718,0.552913856,14.92867411,5.057642246,2.127659574,245,0.816326531,99.18367347,4453,925
"106","Greene",2020-09-30,10,55,55,909,13903,799,14813,100,44623,873,36,13801,102,772,27,10,0,91,9,14674,139,873,13801,37,102,910,13903,15,12,0,193,2.037066087,33.19364453,3.361495193,20.39307084,6.136916014,7.772020725,809,1.236093943,98.76390606,12633,2179
"107","Hempstead",2020-09-30,4,57,57,382,4919,353,5301,25,22018,366,16,4894,25,346,7,4,0,16,9,5260,41,366,4894,16,25,382,4919,6,1,0,121,1.734944137,24.0757562,2.725043147,7.266781724,7.206187512,4.958677686,357,1.120448179,98.87955182,3992,1309
"108","HotSpring",2020-09-30,27,59,59,1921,12956,1834,14877,60,33520,1911,10,12917,39,1827,7,25,2,59,1,14828,49,1911,12917,10,39,1921,12956,4,14,0,149,5.730906921,44.38245823,1.193317422,17.60143198,12.91254957,2.684563758,1861,1.450832886,98.54916711,8676,6201
"109","Howard",2020-09-30,12,61,61,485,3762,456,4249,17,13389,461,24,3750,12,443,13,12,0,6,11,4211,38,461,3750,26,12,487,3762,3,3,0,19,3.622376578,31.72006871,2.240645306,4.481290612,11.41982576,15.78947368,468,2.564102564,97.43589744,3125,1122
"110","Independence",2020-09-30,21,63,63,1148,11444,1035,12599,92,37264,1021,127,11390,54,937,98,20,1,64,28,12411,188,1021,11390,134,54,1155,11444,32,20,1,100,3.08072134,33.79132675,8.587376556,17.17475311,9.116899619,32,1056,1.988636364,98.01136364,10478,2114
"111","Izard",2020-09-30,0,65,65,253,3481,154,3742,99,13559,241,12,3469,12,145,9,0,0,96,3,3710,32,241,3469,20,12,261,3481,1,2,0,31,1.865919316,27.53890405,0.737517516,70.80168154,6.77557579,3.225806452,154,0,100,1881,1853
"112","Jackson",2020-09-30,1,67,67,359,6178,300,6553,58,17225,284,75,6167,11,252,48,1,0,31,27,6451,102,284,6167,91,11,375,6178,24,6,0,56,2.084179971,37.95065312,13.93323657,17.99709724,5.491815818,42.85714286,301,0.332225914,99.66777409,1562,4975
"113","Jefferson",2020-09-30,79,69,69,3393,29420,2763,32822,550,70424,3338,55,29247,173,2727,36,71,8,539,11,32585,237,3338,29247,64,173,3402,29420,24,81,2,359,4.817959786,46.59349086,3.407929115,76.53640804,10.34041386,6.685236769,2842,2.779732583,97.22026742,19135,13678
"114","Johnson",2020-09-30,7,71,71,859,7914,813,8776,39,26291,852,7,7887,27,812,1,7,0,33,6,8739,37,852,7887,10,27,862,7914,0,6,0,47,3.267277776,33.36883344,0,12.55182382,9.791405449,0,820,0.853658537,99.14634146,6363,2410
"115","Lafayette",2020-09-30,2,73,73,117,1120,94,1239,21,6915,112,5,1118,2,92,2,2,0,18,3,1230,9,112,1118,7,2,119,1120,3,1,0,12,1.69197397,17.88864787,4.338394794,26.03036876,9.458367017,25,96,2.083333333,97.91666667,949,288
"116","Lawrence",2020-09-30,12,75,75,461,4304,373,4768,76,16669,421,40,4291,13,337,36,12,0,72,4,4712,56,421,4291,43,13,464,4304,12,4,0,48,2.765612814,28.58599796,7.198992141,43.19395285,9.674711438,25,385,3.116883117,96.88311688,3922,843
"117","Lee",2020-09-30,18,77,77,1065,4005,1033,5071,14,9398,1062,3,4000,5,1031,2,17,1,14,0,5062,9,1062,4000,4,5,1066,4005,2,4,0,110,11.33219834,53.94764844,2.128112364,14.89678655,21.00591716,1.818181818,1051,1.712654615,98.28734539,2901,2169
"118","Lincoln",2020-09-30,15,79,79,2025,6805,1803,8838,207,13695,2016,9,6787,18,1801,2,14,1,201,6,8803,35,2016,6787,17,18,2033,6805,5,6,0,79,14.7864184,64.47608616,3.650967506,146.7688938,22.93318233,6.329113924,1818,0.825082508,99.17491749,3479,5351
"119","LittleRiver",2020-09-30,26,81,81,362,1779,325,2132,11,12417,345,17,1762,17,314,11,21,5,10,1,2107,25,345,1762,8,17,353,1779,3,0,1,6,2.915357977,17.24249013,2.416042522,8.053475074,16.90798692,50,351,7.407407407,92.59259259,1752,389
"120","Logan",2020-09-30,1,83,83,421,7262,390,7684,30,21757,420,1,7252,10,389,1,1,0,30,0,7672,12,420,7252,2,10,422,7262,6,-1,0,55,1.935009422,35.3127729,2.757733143,13.78866572,5.479630353,10.90909091,391,0.255754476,99.74424552,6022,1661
"121","Lonoke",2020-09-30,17,85,85,1230,19553,1033,20833,180,72206,1087,143,18572,981,912,121,16,1,159,21,19659,1174,1087,18572,193,981,1280,19553,20,13,1,283,1.703459546,28.78292663,2.769852921,22.02033072,5.918298609,7.067137809,1050,1.619047619,98.38095238,16509,4274
"122","Madison",2020-09-30,3,87,87,365,4072,334,4439,28,16076,350,15,4058,14,324,10,3,0,23,5,4408,31,350,4058,17,14,367,4072,8,3,0,44,2.27046529,27.60014929,4.976362279,14.30704155,8.226279017,18.18181818,337,0.890207715,99.10979228,4049,388
"123","Marion",2020-09-30,0,89,89,102,2351,85,2453,17,16438,97,5,2344,7,80,5,0,0,17,0,2441,12,97,2344,5,7,102,2351,3,6,0,19,0.620513444,14.92273999,1.825039543,10.34189074,4.158173665,15.78947368,85,0,100,1831,622
"124","Miller",2020-09-30,11,91,91,857,6502,793,7358,53,43759,810,47,6433,69,751,42,10,1,49,4,7243,115,810,6433,46,69,856,6502,16,12,0,34,1.958454261,16.81711191,3.656390685,11.19769647,11.64560402,47.05882353,804,1.368159204,98.6318408,5077,2282
"125","MissingCountyInfo",2020-09-30,0,5,5,1911,57558,1428,59467,483,NA,1724,187,57557,1,1313,115,0,0,411,72,59281,186,1724,57557,185,1,1909,57558,19,44,0,1503,NA,NA,NA,NA,3.213438935,1.26413839,1428,0,100,59228,241
"126","Mississippi",2020-09-30,51,93,93,1708,11660,1566,13355,91,42831,1674,34,11644,16,1551,15,40,11,83,8,13318,37,1674,11644,21,16,1695,11660,14,14,0,108,3.987765871,31.21103873,3.26866055,19.37848754,12.77678037,12.96296296,1617,3.153988868,96.84601113,10033,3335
"127","Monroe",2020-09-30,0,95,95,135,2249,112,2384,23,7249,133,2,2235,14,112,0,0,0,21,2,2368,16,133,2235,2,14,135,2249,0,1,0,20,1.862325838,32.8872948,0,28.96951304,5.662751678,0,112,0,100,1978,406
"128","Montgomery",2020-09-30,6,97,97,155,2241,132,2396,17,8993,154,1,2224,17,131,1,6,0,17,0,2378,18,154,2224,1,17,155,2241,1,10,1,9,1.723562771,26.64294451,1.111975981,18.90359168,6.469115192,11.11111111,138,4.347826087,95.65217391,1497,899
"129","Nevada",2020-09-30,13,99,99,224,3278,195,3498,16,8440,214,10,3267,11,188,7,12,1,14,2,3481,17,214,3267,6,11,220,3278,1,3,0,25,2.654028436,41.492891,1.184834123,16.58767773,6.396344946,4,208,6.25,93.75,2794,708
"130","Newton",2020-09-30,19,101,101,248,1745,200,1988,29,7848,234,14,1744,1,193,7,16,3,25,4,1978,10,234,1744,9,1,243,1745,4,2,0,8,3.160040775,25.3950051,5.096839959,31.85524975,12.44355243,50,219,8.675799087,91.32420091,1453,540
"131","Ouachita",2020-09-30,6,103,103,269,5607,239,5881,24,24106,261,8,5580,27,233,6,6,0,22,2,5841,40,261,5580,13,27,274,5607,5,5,0,27,1.115904754,24.37567411,2.074172405,9.126358583,4.57794418,18.51851852,245,2.448979592,97.55102041,4814,1062
"132","Perry",2020-09-30,0,105,105,89,3171,82,3260,7,10322,85,4,3109,62,78,4,0,0,7,0,3194,66,85,3109,4,62,89,3171,1,2,0,94,0.862236001,31.58302655,0.968804495,6.781631467,2.73006135,1.063829787,82,0,100,2417,843
"133","Phillips",2020-09-30,12,107,107,515,6689,456,7207,47,19034,510,5,6658,31,454,2,12,0,44,3,7168,39,510,6658,8,31,518,6689,6,6,0,123,2.705684564,37.84806136,3.152253862,23.11652832,7.148806219,4.87804878,468,2.564102564,97.43589744,4775,2429
"134","Pike",2020-09-30,3,109,109,234,2241,217,2474,14,10808,231,3,2221,20,216,1,2,1,13,1,2452,22,231,2221,2,20,233,2241,3,1,0,14,2.165062916,22.89970392,2.775721688,12.02812731,9.454545455,21.42857143,220,1.363636364,98.63636364,2031,444
"135","Poinsett",2020-09-30,14,111,111,675,7662,601,8333,60,24054,659,16,7650,12,591,10,13,1,55,5,8309,24,659,7650,12,12,671,7662,12,6,0,92,2.806186081,34.65951609,4.988775256,22.86521992,8.096437567,13.04347826,615,2.276422764,97.72357724,6627,1710
"136","Polk",2020-09-30,4,113,113,268,4481,249,4750,15,20163,266,2,4476,5,248,1,4,0,14,1,4742,8,266,4476,3,5,269,4481,0,0,0,25,1.329167287,23.5530427,0,6.943411199,5.643293325,0,253,1.581027668,98.41897233,3576,1173
"137","Pope",2020-09-30,33,115,115,2166,22186,2016,24343,117,63644,2142,24,22045,141,2005,11,29,4,108,9,24187,156,2142,22045,15,141,2157,22186,13,18,2,119,3.403305889,38.26283703,2.042612029,16.96939224,8.894546649,10.92436975,2049,1.610541728,98.38945827,21363,2989
"138","Prairie",2020-09-30,2,117,117,154,2080,134,2236,18,8244,147,7,2048,32,129,5,2,0,16,2,2195,41,147,2048,9,32,156,2080,4,1,0,20,1.86802523,27.09849588,4.852013586,19.40805434,6.893464637,20,136,1.470588235,98.52941176,1786,448
"139","Pulaski",2020-09-30,153,119,119,9509,132758,8682,142330,673,393463,9200,309,131017,1741,8420,262,140,13,639,34,140217,2113,9200,131017,372,1741,9572,132758,87,73,1,1315,2.416745666,36.1576565,2.211135482,16.24040888,6.683911237,6.615969582,8835,1.731748727,98.26825127,115010,27257
"140","Randolph",2020-09-30,22,121,121,442,4886,372,5332,48,17603,395,47,4835,51,345,27,18,4,32,16,5230,102,395,4835,51,51,446,4886,12,9,0,88,2.510935636,30.26756803,6.817019826,18.17871954,8.295795796,13.63636364,394,5.583756345,94.41624365,4374,954
"141","Saline",2020-09-30,23,125,125,2130,30668,1952,32809,154,118009,2039,91,30208,460,1875,77,21,2,142,12,32247,562,2039,30208,102,460,2141,30668,14,13,0,319,1.80494708,27.79279546,1.186350194,12.03298054,6.494298433,4.388714734,1975,1.164556962,98.83544304,25601,7197
"142","Scott",2020-09-30,1,127,127,106,2666,94,2772,11,10442,105,1,2666,0,94,0,1,0,10,1,2771,1,105,2666,1,0,106,2666,0,0,0,140,1.015131201,26.54663857,0,9.576709443,3.823953824,0,95,1.052631579,98.94736842,2466,306
"143","Searcy",2020-09-30,1,129,129,148,2069,143,2216,4,7923,144,4,2051,18,139,4,1,0,4,0,2195,21,144,2051,3,18,147,2069,2,2,0,8,1.867979301,27.98182507,2.524296352,5.048592705,6.675687866,25,144,0.694444444,99.30555556,1876,341
"144","Sebastian",2020-09-30,61,131,131,3812,45323,3409,49135,341,127461,3761,51,45311,12,3378,31,53,8,329,12,49072,63,3761,45311,51,12,3812,45323,33,33,1,437,2.99071873,38.54904637,2.589027232,25.81181695,7.758217157,7.551487414,3470,1.757925072,98.24207493,44717,4418
"145","Sevier",2020-09-30,18,133,133,1207,6610,1181,7815,8,17193,1193,14,6553,57,1168,13,18,0,7,1,7746,69,1193,6553,12,57,1205,6610,1,0,0,13,7.020298959,45.4661781,0.58163206,4.071424417,15.44070615,7.692307692,1199,1.501251043,98.49874896,7298,519
"146","Sharp",2020-09-30,6,135,135,239,3977,202,4214,31,17043,221,18,3969,8,189,13,6,0,26,5,4190,24,221,3969,16,8,237,3977,11,6,0,61,1.40233527,24.73742886,6.454262747,15.25553013,5.668880455,18.03278689,208,2.884615385,97.11538462,3531,685
"147","St.Francis",2020-09-30,6,123,123,1542,12275,1419,13819,117,26294,1542,0,12267,8,1419,0,6,0,117,0,13809,10,1542,12267,2,8,1544,12275,23,6,0,12086,5.864455769,52.54810983,8.747242717,44.49684339,11.16016501,0.19030283,1425,0.421052632,99.57894737,11112,2705
"148","Stone",2020-09-30,13,137,137,365,3388,297,3756,55,12446,358,7,3376,12,291,6,13,0,54,1,3734,22,358,3376,10,12,368,3388,4,5,0,52,2.932669131,30.15426643,3.213883979,43.38743371,9.725552891,7.692307692,310,4.193548387,95.80645161,2425,1328
"149","Union",2020-09-30,40,139,139,911,9187,833,10099,38,39732,879,32,9111,76,818,15,35,5,26,12,9990,109,879,9111,33,76,912,9187,10,3,2,64,2.292862177,25.41528239,2.516862982,6.543843753,9.021588433,15.625,873,4.581901489,95.41809851,7797,2301
"150","VanBuren",2020-09-30,3,141,141,176,4120,167,4301,6,16684,173,3,4061,59,164,3,3,0,6,0,4234,67,173,4061,8,59,181,4120,2,2,0,14,1.054902901,25.74922081,1.198753297,3.59625989,4.096834264,14.28571429,170,1.764705882,98.23529412,3689,607
"151","Washington",2020-09-30,118,143,143,9645,76536,9051,86228,476,228529,9023,622,75274,1262,8527,524,102,16,394,82,84297,1931,9023,75274,669,1262,9692,76536,96,70,0,584,4.220470925,37.71118764,4.20077977,17.2407003,11.19156195,16.43835616,9169,1.286945141,98.71305486,71147,15034
"152","White",2020-09-30,29,145,145,898,15645,759,16557,110,78804,811,87,15240,405,693,66,25,4,93,17,16051,506,811,15240,101,405,912,15645,32,21,2,256,1.139536064,20.99258921,4.060707578,11.8014314,5.428277821,12.5,788,3.680203046,96.31979695,12387,4156
"153","Woodruff",2020-09-30,0,147,147,55,1699,46,1755,9,6660,48,7,1689,10,41,5,0,0,7,2,1737,18,48,1689,8,10,56,1699,1,1,0,4,0.825825826,26.33633634,1.501501502,10.51051051,3.135689852,25,46,0,100,1523,231
"154","Yell",2020-09-30,29,149,149,1259,9930,1210,11186,20,21573,1251,8,9882,48,1206,4,26,3,19,1,11133,53,1251,9882,5,48,1256,9930,1,8,0,22,5.835998702,51.86575812,0.463542391,8.807305428,11.25212262,4.545454545,1239,2.340597256,97.65940274,9700,1489
"155","Arkansas",2020-09-29,8,1,1,417,5968,344,6394,65,18124,393,24,5751,217,326,18,7,1,60,5,6144,250,393,5751,33,217,426,5968,4,4,0,92,2.300816597,35.22952991,2.207018318,33.10527477,6.530931872,4.347826087,352,2.272727273,97.72727273,5130,1255
"156","Arkansas_all_counties",2020-09-29,1350,5630,5630,82755,935879,74440,1018891,6960,2990671,80003,2752,927902,7977,72265,2175,1204,146,6529,431,1007905,10986,80003,927902,3009,7977,83012,935879,706,867,21,10799,2.767104773,34.0603831,2.360674243,21.83122115,8.124115237,6.537642374,75790,1.78123763,98.21876237,827255,191379
"157","Ashley",2020-09-29,10,3,3,435,5160,406,5597,19,20537,430,5,5135,25,402,4,10,0,18,1,5565,32,430,5135,7,25,437,5160,1,3,0,92,2.118128256,27.24351171,0.486926036,8.764668647,7.774798928,1.086956522,416,2.403846154,97.59615385,4872,723
"158","Baxter",2020-09-29,2,5,5,357,4082,295,4440,60,41219,316,41,4065,17,266,29,2,0,48,12,4381,59,316,4065,42,17,358,4082,6,18,0,32,0.866105437,10.76930542,1.45563939,11.64511512,8.042351881,18.75,297,0.673400673,99.32659933,2701,1738
"159","Benton",2020-09-29,92,7,7,6635,71992,6170,78655,373,258980,6431,204,71567,425,6015,155,75,17,341,32,77998,657,6431,71567,232,425,6663,71992,50,55,5,615,2.561973898,30.36025948,1.930651016,13.16703993,8.438577079,8.130081301,6262,1.469179176,98.53082082,69628,8999
"160","Boone",2020-09-29,13,9,9,736,10274,621,11010,102,37288,690,46,10259,15,589,32,11,2,90,12,10949,61,690,10259,46,15,736,10274,10,11,1,73,1.973825359,29.52692555,2.681827934,24.13645141,6.684831971,13.69863014,634,2.050473186,97.94952681,8923,2087
"161","Bradley",2020-09-29,8,11,11,342,3533,325,3874,9,10948,340,2,3528,5,324,1,7,1,9,0,3868,6,340,3528,1,5,341,3533,0,4,0,16,3.123858239,35.39459262,0,8.220679576,8.825806452,0,333,2.402402402,97.5975976,2555,1320
"162","Calhoun",2020-09-29,0,13,13,36,1702,34,1738,2,5202,35,1,1697,5,33,1,0,0,2,0,1732,6,35,1697,1,5,36,1702,0,0,0,3,0.692041522,33.41022684,0,3.844675125,2.071346375,0,34,0,100,1551,187
"163","Carroll",2020-09-29,10,15,15,688,7118,599,7809,79,27887,680,8,7114,4,593,6,10,0,77,2,7794,15,680,7114,11,4,691,7118,16,10,0,90,2.467099365,27.99153728,5.737440384,27.61143185,8.813733026,17.77777778,609,1.642036125,98.35796388,5591,2215
"164","Chicot",2020-09-29,22,17,17,1007,4911,977,5919,8,10826,998,9,4894,17,970,7,21,1,7,1,5892,27,998,4894,10,17,1008,4911,1,6,0,11,9.301681138,54.6646961,0.923702198,6.465915389,17.01588374,9.090909091,999,2.202202202,97.7977978,3967,1951
"165","Clark",2020-09-29,4,19,19,350,6307,310,6657,36,22385,335,15,6262,45,299,11,4,0,32,4,6597,60,335,6262,15,45,350,6307,4,2,0,99,1.563547018,29.73866428,1.786910878,14.29528702,5.257623554,4.04040404,314,1.27388535,98.72611465,5445,1212
"166","Clay",2020-09-29,8,21,21,304,4252,253,4556,42,15061,293,11,4246,6,249,4,6,2,37,5,4539,17,293,4246,11,6,304,4252,6,6,0,61,2.01845827,30.25031538,3.983799217,24.56676184,6.672519754,9.836065574,261,3.0651341,96.9348659,4039,517
"167","Cleburne",2020-09-29,8,23,23,334,6491,310,6826,16,25230,320,14,6401,90,297,13,8,0,15,1,6721,105,320,6401,15,90,335,6491,3,6,0,96,1.323820848,27.05112961,1.189060642,5.94530321,4.893772894,3.125,318,2.51572327,97.48427673,6275,550
"168","Cleveland",2020-09-29,12,25,25,186,2669,156,2855,18,8226,183,3,2640,29,154,2,11,1,18,0,2823,32,183,2640,3,29,186,2669,1,0,0,11,2.261123268,34.7070265,1.215657671,21.88183807,6.514886165,9.090909091,168,7.142857143,92.85714286,1863,992
"169","Columbia",2020-09-29,18,27,27,480,5017,381,5510,81,23892,450,30,4985,32,368,13,18,0,64,17,5435,75,450,4985,43,32,493,5017,11,5,0,31,2.009040683,23.00770132,4.604051565,26.78720911,8.732035656,35.48387097,399,4.511278195,95.4887218,3855,1642
"170","Conway",2020-09-29,3,29,29,272,6326,245,6598,24,20906,265,7,6248,78,239,6,3,0,23,1,6513,85,265,6248,7,78,272,6326,5,5,0,93,1.301061896,31.56031761,2.391657897,11.00162633,4.122461352,5.376344086,248,1.209677419,98.79032258,5123,1475
"171","Craighead",2020-09-29,22,31,31,3015,32694,2581,35715,411,105701,2939,76,32644,50,2523,58,19,3,396,15,35583,132,2939,32644,82,50,3021,32694,29,42,0,186,2.852385503,33.78302949,2.743588046,37.46416779,8.443249601,15.59139785,2603,0.84517864,99.15482136,32205,3504
"172","Crawford",2020-09-29,16,33,33,1436,20017,1235,21451,185,62472,1400,36,20007,10,1205,30,13,3,182,3,21407,44,1400,20007,34,10,1434,20017,21,33,1,572,2.298629786,34.3401844,3.361505955,29.13305161,6.693702512,3.671328671,1251,1.278976819,98.72102318,18952,2501
"173","Crittenden",2020-09-29,46,35,35,1959,13583,1851,15532,62,49013,1939,20,13579,4,1838,13,39,7,62,0,15518,14,1939,13579,10,4,1949,13583,11,7,0,97,3.996898782,31.7099545,2.244302532,12.64970518,12.6045554,11.34020619,1897,2.424881392,97.57511861,13461,2081
"174","Cross",2020-09-29,13,37,37,446,4770,401,5211,32,16998,435,11,4752,18,392,9,11,2,32,0,5187,24,435,4752,6,18,441,4770,6,7,0,21,2.623838099,30.68596305,3.529827038,18.82574421,8.550613497,28.57142857,414,3.140096618,96.85990338,4392,824
"175","Dallas",2020-09-29,4,39,39,166,1953,152,2119,10,7432,165,1,1944,9,151,1,4,0,10,0,2109,10,165,1944,1,9,166,1953,3,2,0,8,2.233584499,28.51184069,4.036598493,13.45532831,7.833883908,37.5,156,2.564102564,97.43589744,1537,582
"176","Desha",2020-09-29,6,41,41,300,3922,269,4221,25,11887,297,3,3893,29,267,2,6,0,24,1,4190,31,297,3893,2,29,299,3922,3,1,1,44,2.523765458,35.51779255,2.523765458,20.19012366,7.105637139,6.818181818,275,2.181818182,97.81818182,3581,641
"177","Drew",2020-09-29,7,43,43,357,5735,340,6095,10,18502,345,12,5686,49,330,10,6,1,9,1,6031,64,345,5686,15,49,360,5735,0,4,0,29,1.929521133,32.92617014,0,4.86433899,5.860144452,0,347,2.017291066,97.98270893,5148,944
"178","Faulkner",2020-09-29,20,45,45,2531,37066,2235,39611,276,122416,2433,98,36391,675,2153,82,17,3,263,13,38824,787,2433,36391,112,675,2545,37066,29,46,1,306,2.067540191,32.34626193,2.368971376,21.48411972,6.391898376,9.477124183,2255,0.88691796,99.11308204,31635,7962
"179","Franklin",2020-09-29,2,47,47,286,6272,239,6559,45,17780,279,7,6263,9,234,5,2,0,43,2,6542,17,279,6263,8,9,287,6272,4,4,0,74,1.608548931,36.88413948,2.249718785,24.18447694,4.361085697,5.405405405,241,0.829875519,99.17012448,5260,1298
"180","Fulton",2020-09-29,3,49,49,169,1288,119,1458,47,12139,152,17,1287,1,109,10,2,1,41,6,1439,19,152,1287,18,1,170,1288,7,7,0,24,1.392206936,12.00263613,5.766537606,33.77543455,11.59917639,29.16666667,122,2.459016393,97.54098361,1056,401
"181","Garland",2020-09-29,53,51,51,1930,30218,1704,32145,173,98296,1903,27,30130,88,1687,17,48,5,168,5,32033,112,1903,30130,24,88,1927,30218,12,24,0,363,1.963457313,32.70529828,1.220802474,17.09123464,6.003483887,3.305785124,1757,3.016505407,96.98349459,26127,6021
"182","Grant",2020-09-29,2,53,53,271,5060,232,5337,37,18086,262,9,5006,54,223,9,2,0,37,0,5268,69,262,5006,15,54,277,5060,2,1,0,51,1.49839655,29.47583766,1.105827712,20.45781267,5.08347402,3.921568627,234,0.854700855,99.14529915,4414,917
