"","Date","Cases_African_American","Cases_Asian","Cases_Hispanic","Cases_Multi_Racial","Cases_Native_American","Cases_Pacific_Islander","Cases_White","Cases_Other","Cases_Race_Or_Ethnicity_Unknown","New_Cases_African_American","New_Cases_Asian","New_Cases_Hispanic","New_Cases_Multi_Racial","New_Cases_Native_American","New_Cases_Pacific_Islander","New_Cases_White","New_Cases_Other","New_Cases_Race_Or_Ethnicity_Unknown","Deaths_African_American","Deaths_Asian","Deaths_Hispanic","Deaths_Multi_Racial","Deaths_Native_American","Deaths_Pacific_Islander","Deaths_White","Deaths_Other","Deaths_Race_Or_Ethnicity_Unknown","New_Deaths_African_American","New_Deaths_Asian","New_Deaths_Hispanic","New_Deaths_Multi_Racial","New_Deaths_Native_American","New_Deaths_Pacific_Islander","New_Deaths_White","New_Deaths_Other","New_Deaths_Race_Or_Ethnicity_Unknown","Total_State_Population_African_American","Total_State_Population_Asian","Total_State_Population_Hispanic","Total_State_Population_Multi_Racial","Total_State_Population_Native_American","Total_State_Population_Pacific_Islander","Total_State_Population_White","Total_State_Population_Other","Total_State_Population_Race_Or_Ethnicity_Unknown","Pct_State_Population_African_American","Pct_State_Population_Asian","Pct_State_Population_Hispanic","Pct_State_Population_Multi_Racial","Pct_State_Population_Native_American","Pct_State_Population_Pacific_Islander","Pct_State_Population_White","Pct_State_Population_Other","Pct_State_Population_Race_Or_Ethnicity_Unknown","Cases_Per_10_000_African_American","Cases_Per_10_000_Asian","Cases_Per_10_000_Hispanic","Cases_Per_10_000_Multi_Racial","Cases_Per_10_000_Native_American","Cases_Per_10_000_Pacific_Islander","Cases_Per_10_000_White","Cases_Per_10_000_Other","Cases_Per_10_000_Race_Or_Ethnicity_Unknown","Deaths_Per_10_000_African_American","Deaths_Per_10_000_Asian","Deaths_Per_10_000_Hispanic","Deaths_Per_10_000_Multi_Racial","Deaths_Per_10_000_Native_American","Deaths_Per_10_000_Pacific_Islander","Deaths_Per_10_000_White","Deaths_Per_10_000_Other","Deaths_Per_10_000_Race_Or_Ethnicity_Unknown","Cases_Other_Race","Cases_Unknown_Race","Deaths_Other_Race","Deaths_Unknown_Race","Na","Deaths_Na","Objectid","Fips","Nonhispanic","Cases_0_10","Cases_11_17","Cases_18_24","Cases_25_34","Cases_35_44","Deaths_0_10","Deaths_11_17","Deaths_18_24","Deaths_25_34","Deaths_35_44","Male","Female","Unk_Gender","Diabetes","Cardiac_Disease","Hypertension","Cpd","Ckd","Immunocompromised","Healthcare","Nursing_Home","Jailed","Positives","Deaths_Nursing_Home","Deaths_Jailed","Deaths","Deaths_Nonhispanic","Cases_45_54","Deaths_45_54","Cases_55_64","Deaths_55_64","Cases_65","Deaths_65","Noncovid_Death","Pos_24Hr","Cases_Unknown","Deaths_Unknown"
"1:63","2020-09-29",17369,949,14988,635,217,2343,46929,NA,NA,135,6,72,2,3,14,615,NA,NA,264,16,87,7,2,43,809,NA,NA,4,0,2,0,0,0,25,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,366.5931468,184.9794359,645.0030339,95.6440535,71.90668699,1941.015657,196.5955939,NA,NA,5.572030097,3.118726,3.744012807,1.054343897,0.662734442,35.62256648,3.38907361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:64","2020-09-28",17234,943,14916,633,214,2329,46314,NA,NA,134,4,44,4,0,0,416,NA,NA,260,16,85,7,2,43,784,NA,NA,5,0,0,0,0,0,15,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,363.7438133,183.8099137,641.9045406,95.34281239,70.91258533,1929.417612,194.0192277,NA,NA,5.487605399,3.118726,3.657943547,1.054343897,0.662734442,35.62256648,3.284343276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:65","2020-09-27",17100,939,14872,629,214,2329,45898,NA,NA,56,1,32,5,0,0,340,NA,NA,255,16,85,7,2,43,769,NA,NA,4,1,1,0,0,0,12,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,360.9155859,183.0302322,640.0110169,94.74033016,70.91258533,1929.417612,192.2765149,NA,NA,5.382074526,3.118726,3.657943547,1.054343897,0.662734442,35.62256648,3.221505075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:66","2020-09-26",17044,938,14840,624,214,2329,45649,NA,NA,219,4,70,4,3,3,513,NA,NA,251,15,84,7,2,43,757,NA,NA,7,1,4,0,0,0,30,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,359.7336401,182.8353118,638.6339087,93.98722738,70.91258533,1929.417612,191.2334008,NA,NA,5.297649827,2.923805625,3.614908917,1.054343897,0.662734442,35.62256648,3.171234515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:67","2020-09-25",16825,934,14770,620,211,2326,45136,NA,NA,134,7,60,1,3,12,514,NA,NA,244,14,80,7,2,43,727,NA,NA,3,1,0,0,0,0,15,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,355.1113878,182.0556303,635.6214846,93.38474515,69.91848366,1926.932317,189.0843343,NA,NA,5.149906605,2.72888525,3.442770397,1.054343897,0.662734442,35.62256648,3.045558114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:68","2020-09-24",16691,927,14710,619,208,2314,44622,NA,NA,151,12,63,6,1,3,515,NA,NA,241,13,80,7,2,43,712,NA,NA,3,0,1,0,0,0,13,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,352.2831604,180.6911876,633.0394068,93.23412459,68.924382,1916.991136,186.9310786,NA,NA,5.086588081,2.533964875,3.442770397,1.054343897,0.662734442,35.62256648,2.982719914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:69","2020-09-23",16540,915,14647,613,207,2311,44107,NA,NA,200,14,45,5,5,12,559,NA,NA,239,13,79,7,2,43,699,NA,NA,6,0,1,0,0,0,9,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,349.0961281,178.3521431,630.3282251,92.33040125,68.59301478,1914.50584,184.7736338,NA,NA,5.044375732,2.533964875,3.399735767,1.054343897,0.662734442,35.62256648,2.92826014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:70","2020-09-22",16340,901,14602,608,202,2299,43548,NA,NA,153,6,54,0,0,3,482,NA,NA,233,13,78,7,2,43,690,NA,NA,1,0,0,0,0,0,8,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,344.8748931,175.6232579,628.3916668,91.57729847,66.93617867,1904.564659,182.4318635,NA,NA,4.917738684,2.533964875,3.356701137,1.054343897,0.662734442,35.62256648,2.89055722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:71","2020-09-21",16187,895,14548,608,202,2296,43066,NA,NA,155,4,55,5,3,4,427,NA,NA,232,13,78,7,2,43,682,NA,NA,1,0,1,0,0,0,12,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,341.6456484,174.4537356,626.0677968,91.57729847,66.93617867,1902.079364,180.4126627,NA,NA,4.89663251,2.533964875,3.356701137,1.054343897,0.662734442,35.62256648,2.857043513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:72","2020-09-20",16032,891,14493,603,199,2292,42639,NA,NA,99,3,37,3,0,9,284,NA,NA,231,13,77,7,2,43,670,NA,NA,0,0,0,0,0,0,0,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,338.3741914,173.6740541,623.7008921,90.82419569,65.94207701,1898.765637,178.6238685,NA,NA,4.875526335,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.806772953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:73","2020-09-19",15933,888,14456,600,199,2283,42355,NA,NA,143,10,73,10,6,10,534,NA,NA,231,13,77,7,2,43,670,NA,NA,3,0,0,0,0,0,2,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,336.2846801,173.089293,622.1086108,90.37233402,65.94207701,1891.309751,177.434132,NA,NA,4.875526335,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.806772953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:74","2020-09-18",15790,878,14383,590,193,2273,41821,NA,NA,140,6,54,4,4,3,488,NA,NA,228,13,77,7,2,43,668,NA,NA,3,0,0,0,0,0,4,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,333.2664971,171.1400893,618.9670828,88.86612845,63.95387368,1883.025433,175.197092,NA,NA,4.812207811,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.798394526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:75","2020-09-17",15650,872,14329,586,189,2270,41333,NA,NA,141,7,71,3,1,14,592,NA,NA,225,13,77,7,2,43,664,NA,NA,1,0,0,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,330.3116327,169.970567,616.6432128,88.26364622,62.6284048,1880.540138,173.1527559,NA,NA,4.748889288,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.781637672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:76","2020-09-16",15509,865,14258,583,188,2256,40741,NA,NA,192,6,80,8,2,13,608,NA,NA,224,13,77,7,2,43,659,NA,NA,0,0,0,0,0,0,7,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,327.335662,168.6061244,613.5877541,87.81178455,62.29703758,1868.942093,170.6727416,NA,NA,4.727783113,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.760691606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:77","2020-09-15",15317,859,14178,575,186,2243,40133,NA,NA,141,7,58,6,7,4,425,NA,NA,224,13,77,7,2,43,652,NA,NA,3,0,0,0,0,0,13,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,323.2832765,167.4366021,610.1449837,86.6068201,61.63430313,1858.172479,168.1256999,NA,NA,4.727783113,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.731367112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:78","2020-09-14",15176,852,14120,569,179,2239,39708,NA,NA,72,4,30,1,3,1,279,NA,NA,221,13,77,7,2,43,639,NA,NA,0,0,0,0,0,0,9,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,320.3073059,166.0721595,607.6489751,85.70309676,59.31473259,1854.858752,166.3452842,NA,NA,4.664464589,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.676907338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:79","2020-09-13",15104,848,14090,568,176,2238,39429,NA,NA,98,4,39,4,-1,3,329,NA,NA,221,13,77,7,2,43,630,NA,NA,3,0,0,0,0,0,11,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,318.7876613,165.292478,606.3579362,85.5524762,58.32063092,1854.030321,165.1764937,NA,NA,4.664464589,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.639204418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:80","2020-09-12",15006,844,14051,564,177,2235,39100,NA,NA,-19,-51,136,12,-36,-158,851,NA,NA,218,13,77,7,2,43,619,NA,NA,0,0,1,0,-1,-3,13,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,316.7192562,164.5127965,604.6795857,84.94999398,58.65199814,1851.545025,163.7982425,NA,NA,4.601146065,2.533964875,3.313666507,1.054343897,0.662734442,35.62256648,2.593123071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:81","2020-09-11",15025,895,13915,552,213,2393,38249,NA,NA,158,6,70,7,0,14,509,NA,NA,218,13,76,7,3,46,606,NA,NA,2,0,1,0,0,0,7,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,317.1202735,174.4537356,598.826876,83.14254729,70.58121811,1982.437246,160.2332219,NA,NA,4.601146065,2.533964875,3.270631877,1.054343897,0.994101664,38.10786182,2.538663297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:82","2020-09-10",14867,889,13845,545,213,2379,37740,NA,NA,130,33,40,18,4,5,340,NA,NA,216,13,75,7,3,46,599,NA,NA,4,2,0,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,313.7854979,173.2842134,595.8144519,82.0882034,70.58121811,1970.839201,158.1009123,NA,NA,4.558933716,2.533964875,3.227597248,1.054343897,0.994101664,38.10786182,2.509338804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:83","2020-09-09",14737,856,13805,527,209,2374,37400,NA,NA,138,2,45,5,2,2,443,NA,NA,212,11,75,7,3,46,594,NA,NA,6,0,1,0,0,0,19,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,311.0416952,166.851841,594.0930667,79.37703338,69.25574922,1966.697042,156.6765797,NA,NA,4.474509018,2.144124125,3.227597248,1.054343897,0.994101664,38.10786182,2.488392737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:84","2020-09-08",14599,854,13760,522,207,2372,36957,NA,NA,73,1,44,0,3,0,281,NA,NA,206,11,74,7,3,46,575,NA,NA,1,0,2,0,0,0,5,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,308.1290432,166.4620003,592.1565083,78.62393059,68.59301478,1965.040179,154.8207582,NA,NA,4.34787197,2.144124125,3.184562618,1.054343897,0.994101664,38.10786182,2.408797683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:85","2020-09-07",14526,853,13716,522,204,2372,36676,NA,NA,87,3,30,1,1,0,201,NA,NA,205,11,72,7,3,46,570,NA,NA,0,0,1,0,0,0,13,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,306.5882924,166.2670799,590.2629846,78.62393059,67.59891312,1965.040179,153.6435893,NA,NA,4.326765795,2.144124125,3.098493358,1.054343897,0.994101664,38.10786182,2.387851616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:86","2020-09-06",14439,850,13686,521,203,2372,36475,NA,NA,126,3,62,-1,2,-1,317,NA,NA,205,11,71,7,3,46,557,NA,NA,1,0,0,0,0,0,10,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,304.7520552,165.6823188,588.9719457,78.47331004,67.26754589,1965.040179,152.8015574,NA,NA,4.326765795,2.144124125,3.055458728,1.054343897,0.994101664,38.10786182,2.333391843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:87","2020-09-05",14313,847,13624,522,201,2373,36158,NA,NA,145,8,61,4,1,1,429,NA,NA,204,11,71,7,3,46,547,NA,NA,0,0,1,0,0,0,4,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,302.0926772,165.0975576,586.3037987,78.62393059,66.60481145,1965.868611,151.4735767,NA,NA,4.305659621,2.144124125,3.055458728,1.054343897,0.994101664,38.10786182,2.291499709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:88","2020-09-04",14168,839,13563,518,200,2372,35729,NA,NA,185,8,51,2,4,1,621,NA,NA,204,11,70,7,3,46,543,NA,NA,4,0,0,0,0,0,6,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,299.0322819,163.5381946,583.6786862,78.02144837,66.27344423,1965.040179,149.6764042,NA,NA,4.305659621,2.144124125,3.012424098,1.054343897,0.994101664,38.10786182,2.274742856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:89","2020-09-03",13983,831,13512,516,196,2371,35108,NA,NA,119,8,81,3,5,2,457,NA,NA,200,11,70,7,3,46,537,NA,NA,0,0,4,-1,0,0,11,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,295.1276396,161.9788316,581.4839201,77.72020725,64.94797535,1964.211747,147.0749027,NA,NA,4.221234922,2.144124125,3.012424098,1.054343897,0.994101664,38.10786182,2.249607575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:90","2020-09-02",13864,823,13431,513,191,2369,34651,NA,NA,123,5,83,5,2,1,427,NA,NA,200,11,66,8,3,46,526,NA,NA,3,0,1,0,0,5,14,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,292.6160048,160.4194686,577.9981151,77.26834558,63.29113924,1962.554884,145.1604322,NA,NA,4.221234922,2.144124125,2.840285578,1.204964454,0.994101664,38.10786182,2.203526228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:91","2020-09-01",13741,818,13348,508,189,2368,34224,NA,NA,159,1,87,2,3,1,374,NA,NA,197,11,65,8,3,40,512,NA,NA,6,0,5,0,0,0,9,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,290.0199453,159.4448668,574.4262408,76.5152428,62.6284048,1961.726452,143.3716381,NA,NA,4.157916398,2.144124125,2.797250948,1.204964454,0.994101664,33.13727115,2.144877241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:92","2020-08-31",13582,817,13261,506,186,2367,33850,NA,NA,33,3,34,3,0,1,190,NA,NA,191,11,60,8,3,40,503,NA,NA,2,0,1,0,0,1,8,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,286.6640636,159.2499464,570.682228,76.21400169,61.63430313,1960.89802,141.8048723,NA,NA,4.031279351,2.144124125,2.582077798,1.204964454,0.994101664,33.13727115,2.107174321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:93","2020-08-30",13549,814,13227,503,186,2366,33660,NA,NA,85,2,40,4,1,1,280,NA,NA,189,11,59,8,3,39,495,NA,NA,2,1,0,0,0,0,6,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,285.9675598,158.6651853,569.2190506,75.76214002,61.63430313,1960.069588,141.0089218,NA,NA,3.989067002,2.144124125,2.539043168,1.204964454,0.994101664,32.30883937,2.073660614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
