"","Date","County_Name","County_Vax_Total","Dose_1","Dose_2","Unk_Dose","Partial_Vax","Fully_Vax","White_Total","White_Full_Pct","Black_Total","Black_Full_Pct","Native_American_Total","Asian_Total","Asian_Full_Pct","Pacific_Islander_Total","Unk_Race_Total","Other_Race_Total","Hispanic_Total","Hispanic_Partial_Vax","Hispanic_Full_Vax","Population","County_Pct_Dose_1","County_Pct_Dose_2","White_Partial_Pct","Black_Partial_Pct","Asian_Partial_Pct","Non_Hispanic_Partial_Pct","Non_Hispanic_Full_Pct","Full_Pct","V1"
"2:38","2021-10-14","Scott",8389,4835,3467,0,749,4086,6882,41.3,37,18.3,43,146,10.4,3,692,586,488,11,36.6,8746,55.3,39.6,6.4,7.5,2.8,5,29,"46.7%","1:38"
"2:39","2021-10-14","Logan",18087,9890,8041,1,1243,8647,16015,43.8,224,30.4,79,282,16.3,9,1071,407,507,10,45.9,18547,53.3,43.4,5.8,6.5,4.5,4,31.1,"46.6%","1:39"
"2:40","2021-10-14","Yell",17849,10015,7705,3,1194,8821,13971,40.2,248,29.1,64,201,15.2,4,1444,1917,2755,7,42,18012,55.6,42.8,4.3,3.4,2.4,8,36.2,"49.0%","1:40"
"2:41","2021-10-14","Montgomery",5455,3205,2186,1,375,2830,4761,32.6,12,6.5,7,24,2.5,0,408,243,96,3,14,7929,40.4,27.6,3.7,1.1,2.5,6,8.2,"35.7%","1:41"
"2:42","2021-10-14","Pike",7231,3966,3211,4,594,3372,6020,32.6,215,27.5,9,32,4.9,4,526,425,451,10,38.1,9246,42.9,34.7,5,5.9,0,4,22.4,"36.5%","1:42"
"2:43","2021-10-14","Hempstead",13387,7728,5545,17,1599,6129,6814,25.8,3981,34,70,81,25.4,12,1053,1376,1455,11,32.5,17816,43.4,31.1,6.2,7.4,6.2,12,31.1,"34.4%","1:43"
"2:44","2021-10-14","Drew",16567,9004,7347,4,1247,7757,10413,44.4,4331,46.7,27,118,18.2,16,699,963,595,13,52.6,15607,57.7,47.1,6.2,7.6,0,12,53.1,"49.7%","1:44"
"2:45","2021-10-14","Bradley",10754,6195,4462,5,813,5382,6290,49,2825,56.6,24,47,7.4,11,350,1207,1205,10,47.4,9068,68.3,49.2,6.1,9.1,2,20,42.6,"59.4%","1:45"
"2:46","2021-10-14","Calhoun",3389,1819,1546,1,221,1598,2365,32.1,682,32.4,0,6,0,0,266,70,34,3,8.5,4546,40,34,3.8,4.2,0,0,23.1,"35.2%","1:46"
"2:47","2021-10-14","Ouachita",22862,12316,10351,2,1385,10931,11953,49.1,8899,52.6,22,120,9.8,13,1150,705,387,10,41.8,20023,61.5,51.7,5.3,6.8,2.9,6,58.9,"54.6%","1:47"
"2:48","2021-10-14","Nevada",6095,3627,2424,2,840,2787,3707,35.6,1706,35.1,8,55,9.1,1,414,204,181,10,30.9,7050,51.4,34.4,9.7,10.8,9.1,16,70.3,"39.5%","1:48"
"2:49","2021-10-14","Clark",20908,11062,9340,2,1395,9667,14481,46.6,4633,45.5,49,155,17.2,13,708,869,785,9,44.6,19472,56.8,48,5.7,6.1,4.9,7,50.6,"49.6%","1:49"
"2:50","2021-10-14","Dallas",7511,4017,3412,2,474,3543,3923,53,3144,59.6,3,25,2.4,0,287,129,136,4,31.7,6069,66.2,56.2,5.7,8.4,2.4,17,61.1,"58.4%","1:50"
"2:51","2021-10-14","Cleveland",7950,4303,3486,10,605,3698,6477,49.9,1044,61.1,9,10,11.1,4,237,169,93,7,29.3,6927,62.1,50.3,7.6,8.9,0,0,35,"53.4%","1:51"
"2:52","2021-10-14","Lincoln",8170,4563,3477,6,690,3873,5777,35.2,1796,22.1,8,27,5.4,4,198,360,335,5,35.9,11689,39,29.7,4.9,5.6,3.6,0,37.8,"33.1%","1:52"
"2:53","2021-10-14","Arkansas",17982,9922,7819,18,1377,8545,12696,55.5,3549,45.9,11,104,11.3,1,922,699,625,9,75.5,14786,67.1,52.9,7.5,8.3,0,8,37.9,"57.8%","1:53"
"2:54","2021-10-14","Grant",15268,8283,6657,8,1160,7123,14162,43.9,344,35.4,19,56,6,9,350,328,330,5,37.7,15720,52.7,42.3,6.9,6.3,9.5,2,36,"45.3%","1:54"
"2:55","2021-10-14","Monroe",6940,3864,2959,3,686,3178,3911,53.5,2479,49.9,10,10,16.2,3,317,210,222,19,83.6,5758,67.1,51.4,9.4,10.5,0,10,7.7,"55.2%","1:55"
"2:56","2021-10-14","Lee",5347,3060,2266,1,544,2516,2152,29,2623,29.4,7,21,8.7,11,400,133,124,11,33.5,7777,39.3,29.1,5.2,6.8,0,13,27.7,"32.4%","1:56"
"2:57","2021-10-14","Hot Spring",27616,14523,12404,9,1676,12847,22635,41.2,2966,40.4,60,93,14.2,13,808,1041,791,8,38.9,29427,49.4,42.2,5,5.4,0.5,0,33.1,"43.7%","1:57"
"2:58","2021-10-14","St. Francis",17640,10028,7519,2,1519,8509,8062,38.8,8099,35.8,18,106,3.7,14,914,427,419,4,14.9,21496,46.7,35,5.6,6.1,2.7,8,34.5,"39.6%","1:58"
"2:59","2021-10-14","Crittenden",32218,19112,12865,10,3788,15324,12660,33.3,15402,34.9,81,264,26.2,44,2378,1389,757,11,36.8,39319,48.6,32.7,7.4,9.3,7.6,7,47.1,"39.0%","1:59"
"2:60","2021-10-14","Cross",15699,8646,6913,6,1238,7408,10710,48.7,3606,52.8,15,131,12.5,11,912,314,358,15,63.3,13912,62.1,49.7,6.7,9.3,1.6,10,57.6,"53.2%","1:60"
"2:61","2021-10-14","Woodruff",6497,3467,2940,3,405,3062,4543,54.6,1414,45.3,4,14,7.1,25,374,123,129,2,88.9,5426,63.9,54.2,6.3,7.7,0,0,145,"56.4%","1:61"
"2:62","2021-10-14","White",63203,33334,28506,7,3947,29387,53634,40,2464,35.7,129,456,12.6,39,2994,3487,2218,9,37.6,67007,49.7,42.5,5,4.9,0,9,32.4,"43.9%","1:62"
"2:63","2021-10-14","Faulkner",117129,61794,52386,18,7179,54615,90877,46.5,12207,43.4,273,1386,13.7,118,6145,6123,3804,10,43.5,107247,57.6,48.8,5.4,6.8,5.1,6,40.3,"50.9%","1:63"
"2:64","2021-10-14","Conway",20204,10830,9046,2,1067,9763,15899,49.9,2333,53.7,57,96,19.6,10,1298,511,766,9,57.7,17726,61.1,51,5,5.3,0,3,58.2,"55.1%","1:64"
"2:65","2021-10-14","Newton",4807,2629,2076,2,468,2161,4030,27.6,5,1.6,15,11,8.8,4,612,130,178,10,67.8,6827,38.5,30.4,5.1,4.9,0,3,22.6,"31.7%","1:65"
"2:66","2021-10-14","Pope",54847,30444,23736,13,3103,27341,43919,42.7,1395,36.6,199,532,14.9,36,4197,4569,4148,7,45.8,54387,56,43.6,4.3,5,0.6,3,37.8,"50.3%","1:66"
"2:67","2021-10-14","Johnson",21307,12096,9091,4,1661,10435,16779,39.6,452,39.6,63,506,10,51,1912,1544,2701,9,47,22287,54.3,40.8,5,9.5,1.6,9,55.3,"46.8%","1:67"
"2:68","2021-10-14","Van Buren",12723,6734,5856,1,655,6079,11712,39.5,81,31.2,27,28,8.8,3,665,207,278,5,31.2,14547,46.3,40.3,3.9,3.2,0.7,2,22.1,"41.8%","1:68"
"2:69","2021-10-14","Cleburne",20283,10955,9029,4,1279,9676,17650,39.3,65,20.8,41,100,7.9,8,2034,385,318,5,32,21965,49.9,41.1,4.6,4.2,7.3,6,36.4,"44.1%","1:69"
"2:70","2021-10-14","Poinsett",19375,10670,8337,6,1962,8708,16740,41.9,1316,37.1,22,59,11.1,4,827,407,450,8,36.3,19810,53.9,42.1,9,8.6,1.1,6,32.9,"44.0%","1:70"
"2:71","2021-10-14","Craighead",96555,51763,40442,64,9215,42548,76384,44.6,9643,30,168,1595,14.2,63,4770,3932,3624,15,36.6,91830,56.4,44,8.7,7.9,3.6,16,56.4,"46.3%","1:71"
"2:72","2021-10-14","Sharp",11730,6552,5023,1,1314,5238,10739,32.6,30,7.9,18,50,5.1,2,773,118,170,2,22.9,15166,43.2,33.1,8.1,1.7,0,8,18.5,"34.5%","1:72"
"2:73","2021-10-14","Izard",9155,4975,4083,4,676,4299,8440,34.2,27,4.2,15,20,8.8,2,490,161,78,3,11.7,12084,41.2,33.8,5.3,0.3,0,6,14.1,"35.6%","1:73"
"2:74","2021-10-14","Fulton",6779,3722,2972,1,515,3207,5980,26.9,24,8.8,9,5,4.5,0,702,59,71,0,19.9,10804,34.5,27.5,3.8,2.7,2.3,0,7,"29.7%","1:74"
"2:75","2021-10-14","Stone",8544,4573,3887,1,542,4031,7774,34.3,34,22.9,23,11,8.9,3,550,149,115,10,26.7,10998,41.6,35.3,4.2,1.4,2.7,0,14.3,"36.7%","1:75"
"2:76","2021-10-14","Boone",27311,14476,11769,11,2351,12125,23890,34.2,82,21.1,41,155,6.1,12,1995,1136,1799,15,105.6,31850,45.5,37,6.3,1,0.3,7,31.4,"38.1%","1:76"
"2:77","2021-10-14","Out of State",62628,38931,22758,29,12839,26092,36393,0,5754,0,792,1767,0,183,12277,5462,4558,0,0,0,0,0,0,0,0,0,0,"Inf","1:77"
"2:78","2021-10-13","Missing",344097,209392,126539,204,72008,137384,224154,0,46241,0,1313,6792,0,1059,39048,25490,22627,0,0,0,0,0,0,0,0,0,0,"Inf","2:1"
"2:79","2021-10-13","Howard",12494,6997,5423,0,936,6061,8007,46.6,2405,51.6,60,57,18.6,13,993,959,927,6,37.8,10888,64.3,49.8,5.6,8.3,7.6,1,47.1,"55.7%","2:2"
"2:80","2021-10-13","Pulaski",383623,200271,164075,156,25535,174736,213518,49.1,102039,38.5,1290,9243,34.8,374,23254,33905,19955,11,53.3,330989,60.5,49.6,5.8,6,5.9,7,52.8,"52.8%","2:3"
"2:81","2021-10-13","Lonoke",63649,34219,28415,14,4083,30136,51648,43.8,3854,45.9,141,617,13,66,4568,2755,2265,7,42.9,61242,55.9,46.4,5.5,6.4,2.7,3,43.8,"49.2%","2:4"
"2:82","2021-10-13","Prairie",6276,3580,2621,6,720,2860,5062,37.9,792,45.4,5,11,10.7,2,284,120,118,15,48.2,6949,51.5,37.7,9.1,11.4,0,17,27.8,"41.2%","2:5"
"2:83","2021-10-13","Desha",11613,6499,4973,8,1107,5392,5749,54.8,4798,48.9,23,75,22.5,7,384,577,687,12,59,9520,68.3,52.2,9.7,11.3,17.5,0,54.5,"56.6%","2:6"
"2:84","2021-10-13","Phillips",15416,8466,6853,0,1163,7303,5651,48.3,8658,45.4,9,50,6.1,5,632,411,374,11,69.2,14714,57.5,46.6,6.7,7.3,3,1,34.7,"49.6%","2:7"
"2:85","2021-10-13","Searcy",5729,3056,2595,1,366,2690,4860,34.4,20,18.8,8,4,3.4,2,667,168,205,34,39.4,6887,44.4,37.7,3.8,6.3,0,0,10.7,"39.1%","2:8"
"2:86","2021-10-13","Independence",28675,15843,12370,19,2546,13297,25767,39.7,493,27.6,64,384,12.2,32,681,1254,1164,10,30.5,31722,49.9,39,7,6.4,2,12,48.8,"41.9%","2:9"
"2:87","2021-10-13","Jackson",12348,6617,5372,6,1048,5569,9919,38.1,1524,26.7,25,37,8.9,13,422,408,346,11,39.1,14500,45.6,37,7.2,5.5,2.7,6,21.7,"38.4%","2:10"
"2:88","2021-10-13","Mississippi",28661,15899,12436,11,2514,13385,17147,37.4,8043,31.6,49,167,13,18,2248,989,919,8,32,33683,47.2,36.9,5.7,7.2,5.2,8,48.3,"39.7%","2:11"
"2:89","2021-10-13","Greene",37706,19738,16372,9,2744,16994,33583,41.1,397,26.7,34,149,6.9,56,1864,1623,855,11,38,38118,51.8,43,6.2,7.7,1.2,11,32.1,"44.6%","2:12"
"2:90","2021-10-13","Clay",12471,6464,5494,5,726,5738,10992,41.2,72,23.4,5,14,2.8,1,1070,317,125,4,23.1,12543,51.5,43.8,4.7,7.3,1.4,2,20,"45.7%","2:13"
"2:91","2021-10-13","Randolph",13583,7703,5692,3,1442,6261,11890,38.1,88,19.3,14,65,6.9,127,462,937,222,11,35.4,15146,50.9,37.6,7.5,6.3,2,14,30.8,"41.3%","2:14"
"2:92","2021-10-13","Lawrence",14338,7886,6205,2,1366,6520,13257,44.2,103,24,23,33,10.5,10,620,292,193,9,42.3,14051,56.1,44.2,8.6,3.5,2.1,15,39.6,"46.4%","2:15"
"2:93","2021-10-13","Baxter",35785,18625,15882,15,2038,16587,30520,39,102,21.5,81,204,11.8,17,3492,1369,681,5,36.7,37221,50,42.7,4.1,3.7,1.9,10,46.8,"44.6%","2:16"
"2:94","2021-10-13","Marion",10448,5633,4586,0,639,4994,8791,29.3,23,10.3,19,19,6.2,6,1285,305,248,4,38.5,14723,38.3,31.1,3.5,0.9,0.6,1,15.2,"33.9%","2:17"
"2:95","2021-10-13","Perry",10080,5359,4512,2,608,4751,8993,49.7,180,42.3,10,24,5,2,631,240,194,6,37.7,8917,60.1,50.6,5.6,3.8,2.5,0,29.5,"53.3%","2:18"
"2:96","2021-10-13","Jefferson",55085,31617,21588,125,8583,23034,23666,42.2,26860,34,184,602,25.8,63,1496,2214,1041,13,42.5,57304,55.2,37.7,12.4,14.7,20.2,14,50.1,"40.2%","2:19"
"2:97","2021-10-13","Washington",232367,127646,97572,70,19982,107664,170969,44.1,6079,35.9,1706,5180,21.9,5581,14206,28646,40767,12,60.7,200760,63.6,48.6,7.4,7.6,5.5,12,45.9,"53.6%","2:20"
"2:98","2021-10-13","Crawford",50988,27951,22235,8,3715,24236,41964,40.1,660,28.6,410,905,11.9,31,3896,3122,3061,6,36.4,53333,52.4,41.7,5.8,6,3.7,6,45.9,"45.4%","2:21"
"2:99","2021-10-13","Little River",6698,3731,2886,0,560,3171,4297,24.8,1403,31.2,25,129,6.6,3,576,265,300,4,43.6,10486,35.6,27.5,4.4,5.8,2.2,7,123.2,"30.2%","2:22"
"2:100","2021-10-13","Miller",11500,6641,4807,2,1465,5176,6339,10.7,2801,13.8,28,78,4.2,6,1544,704,543,5,21.4,36531,18.2,13.2,2.7,3.9,1.6,1,16.7,"14.2%","2:23"
"2:101","2021-10-13","Lafayette",4305,2340,1950,0,291,2049,2245,29.4,1797,40.7,8,26,11.8,2,163,64,57,2,19.6,5854,40,33.3,3.1,6.3,0,6,37.1,"35.0%","2:24"
"2:102","2021-10-13","Columbia",19003,10653,8178,5,2032,8621,10049,36.3,6565,41.6,28,164,12,5,1375,817,595,17,52,20211,52.7,40.5,7.3,9.4,0,13,38.3,"42.7%","2:25"
"2:103","2021-10-13","Union",26884,15027,11603,0,2506,12521,14786,32.4,7925,34.6,49,203,13.2,36,1355,2530,1205,11,47.4,32555,46.2,35.6,5.1,7.5,0.5,8,43.5,"38.5%","2:26"
"2:104","2021-10-13","Ashley",17702,9513,7976,5,1170,8343,11498,43.6,4644,53.1,11,33,5.1,12,615,889,1254,11,68.3,16780,56.7,47.5,5.4,7.5,0,3,33.9,"49.7%","2:27"
"2:105","2021-10-13","Chicot",9262,5160,3931,20,813,4347,3609,42.7,4529,46.3,5,42,4.1,0,601,476,605,14,61.7,8680,59.4,45.3,6.8,9.1,2,3,27.5,"50.1%","2:28"
"2:106","2021-10-13","Benton",264587,142298,114047,45,19450,122848,198420,43.7,4007,37.3,1788,12244,17.7,1123,12925,34080,44726,10,57.9,231247,61.5,49.3,6.4,5.9,3.5,10,54.7,"53.1%","2:29"
"2:107","2021-10-13","Carroll",22563,12700,9390,2,2035,10665,17201,35,70,12.7,79,316,11.6,278,2424,2195,2506,9,38,24422,52,38.4,5.5,3.6,1.4,14,40,"43.7%","2:30"
"2:108","2021-10-13","Madison",13043,7138,5683,3,991,6147,10997,38.6,39,11.8,76,95,13.5,104,1003,729,928,11,57.5,14093,50.6,40.3,5.6,3.3,1.1,21,49.1,"43.6%","2:31"
"2:109","2021-10-13","Sebastian",106034,57976,44902,18,8997,48979,76987,39.2,5469,31.9,774,4959,11.8,103,7390,10352,11557,9,37.8,107538,53.9,41.8,6.3,7,2.9,7,40.8,"45.5%","2:32"
"2:110","2021-10-13","Polk",12284,7079,5114,1,1229,5850,10442,30.3,59,19.7,97,95,11.2,13,720,858,815,6,39.2,17073,41.5,30,6.4,8.2,3.1,2,30.4,"34.3%","2:33"
"2:111","2021-10-13","Sevier",12860,7001,5542,0,918,6083,8138,30.9,515,41.1,89,58,8.4,73,1745,2242,3320,7,36.3,13767,50.9,40.3,4,5.5,1.8,4,31.7,"44.2%","2:34"
"2:112","2021-10-13","Garland",90162,47589,39301,18,7375,40214,73626,42.7,5250,31.6,249,793,13.7,82,3104,7058,4203,14,41.4,86444,55.1,45.5,7.2,5.6,2.7,7,43.6,"46.5%","2:35"
"2:113","2021-10-13","Saline",109077,57464,47755,45,7173,50291,85174,42.2,9520,52.1,240,1316,16.1,120,6207,6500,4852,10,49.2,104254,55.1,45.8,5.4,7.9,1,5,42.4,"48.2%","2:36"
"2:114","2021-10-13","Franklin",16002,8658,7138,0,901,7757,14483,48.3,93,22.4,52,158,9.7,8,896,312,313,4,34.1,15200,57,47,5.2,2.6,2.5,8,36.9,"51.0%","2:37"
"2:115","2021-10-13","Scott",8314,4795,3440,0,746,4049,6826,41,38,19.4,49,144,11.8,6,699,552,484,11,36.1,8746,54.8,39.3,6.4,5.4,2.8,5,28.7,"46.3%","2:38"
"2:116","2021-10-13","Logan",18050,9870,8025,1,1238,8632,15983,43.6,224,31,75,270,15.4,7,1069,422,500,8,46.5,18547,53.2,43.3,5.9,5,5,4,29.5,"46.5%","2:39"
"2:117","2021-10-13","Yell",17778,9971,7683,3,1171,8800,13932,40.1,255,30.3,58,194,14.7,5,1422,1912,2743,7,41.8,18012,55.4,42.7,4.3,2.6,0,10,34,"48.9%","2:40"
"2:118","2021-10-13","Montgomery",5442,3193,2192,1,368,2825,4737,32.5,13,7.6,10,24,4.2,1,406,251,99,2,14.6,7929,40.3,27.6,3.5,1.1,2.5,4,10,"35.6%","2:41"
"2:119","2021-10-13","Pike",7203,3959,3188,4,618,3341,5978,32.3,216,28.6,9,32,3.3,4,537,427,452,10,38,9246,42.8,34.5,5.1,3.9,1.6,4,22.4,"36.1%","2:42"
"2:120","2021-10-13","Hempstead",13376,7741,5519,18,1643,6098,6840,25.8,3981,33.6,68,79,24.6,12,1039,1357,1451,11,32.3,17816,43.4,31,6.3,8.1,6.2,8,31.9,"34.2%","2:43"
"2:121","2021-10-13","Drew",16542,8977,7359,4,1212,7765,10387,44.3,4328,46.8,20,119,10.4,17,702,969,603,11,54.1,15607,57.5,47.2,6.2,7.1,5.2,8,55.8,"49.8%","2:44"
"2:122","2021-10-13","Bradley",10745,6187,4468,5,803,5384,6288,48.9,2837,56.9,26,45,7.4,10,351,1188,1201,10,47,9068,68.2,49.3,6.2,9,3.4,30,35.2,"59.4%","2:45"
"2:123","2021-10-13","Calhoun",3380,1815,1539,1,223,1592,2361,31.8,683,32.3,0,6,0,0,258,72,34,2,9.1,4546,39.9,33.9,4.3,4.5,0,0,23.1,"35.0%","2:46"
"2:124","2021-10-13","Ouachita",22813,12310,10314,3,1413,10897,11933,49,8875,52.3,23,121,10.8,18,1134,709,383,9,41.6,20023,61.5,51.5,5.3,7.3,2,9,60.7,"54.4%","2:47"
"2:125","2021-10-13","Nevada",6063,3602,2416,2,823,2779,3700,35.7,1692,35,8,55,9.1,1,413,194,175,9,30.2,7050,51.1,34.3,9.3,10.3,12.1,24,64.9,"39.4%","2:48"
"2:126","2021-10-13","Clark",20916,11106,9315,2,1462,9644,14531,46.4,4607,45.1,42,158,17.2,12,720,846,792,9,45.1,19472,57,47.8,6.5,6.4,0,3,53.2,"49.5%","2:49"
"2:127","2021-10-13","Dallas",7510,3997,3437,2,429,3568,3928,53.3,3155,60.4,6,22,9.8,1,278,120,133,5,30.2,6069,65.9,56.6,5.4,7.5,0,0,66.7,"58.8%","2:50"
"2:128","2021-10-13","Cleveland",7921,4279,3494,9,574,3705,6454,50,1046,61.6,10,9,13.9,3,242,157,95,7,30,6927,61.8,50.4,7.3,8.4,0,0,35,"53.5%","2:51"
"2:129","2021-10-13","Lincoln",8190,4573,3488,6,691,3882,5788,35.2,1809,22.4,7,25,5.4,3,194,364,334,5,35.9,11689,39.1,29.8,5.1,5.3,0,4,31.1,"33.2%","2:52"
"2:130","2021-10-13","Arkansas",18011,9942,7830,17,1377,8565,12676,55.7,3557,45.6,14,103,11.3,1,928,732,619,8,75.5,14786,67.2,53,6.9,9.5,5.7,9,37.9,"57.9%","2:53"
"2:131","2021-10-13","Grant",15182,8240,6614,9,1170,7070,14102,43.5,329,33,15,52,7.1,9,342,333,326,5,37.2,15720,52.4,42.1,7.1,7.2,3.6,1,34.9,"45.0%","2:54"
"2:132","2021-10-13","Monroe",6898,3867,2917,3,730,3137,3869,52.5,2479,49.6,6,10,8.1,2,320,212,218,24,79.9,5758,67.2,50.7,10.2,11.2,2.7,8,7.7,"54.5%","2:55"
"2:133","2021-10-13","Lee",5322,3049,2249,1,544,2505,2151,28.9,2600,29.2,4,20,4.3,10,411,126,123,12,32.4,7777,39.2,28.9,5.5,6.6,2.2,13,25.5,"32.2%","2:56"
"2:134","2021-10-13","Hot Spring",27551,14456,12421,9,1591,12865,22574,41.3,2964,40.2,61,100,15.1,13,789,1050,784,7,39,29427,49.1,42.2,4.7,5.6,0,5,32.5,"43.7%","2:57"
"2:135","2021-10-13","St. Francis",17585,9990,7507,2,1488,8502,7986,38.6,8108,35.8,15,109,3.2,12,918,437,418,4,15.2,21496,46.5,34.9,5.2,6.2,2.1,7,35.1,"39.6%","2:58"
"2:136","2021-10-13","Crittenden",32173,19117,12830,9,3829,15288,12613,33.4,15420,34.9,69,258,20.7,44,2382,1387,758,10,37,39319,48.6,32.6,7.2,9.4,11,8,45.3,"38.9%","2:59"
"2:137","2021-10-13","Cross",15682,8651,6891,6,1268,7383,10685,48.5,3604,52.8,19,128,17.2,12,923,311,360,18,62.1,13912,62.2,49.5,7,9.1,0,8,57.6,"53.1%","2:60"
"2:138","2021-10-13","Woodruff",6464,3447,2931,3,398,3049,4528,54.4,1406,45.8,5,11,7.1,23,372,119,122,2,84.4,5426,63.5,54,6.3,6.2,3.6,15,120,"56.2%","2:61"
"2:139","2021-10-13","White",63195,33405,28493,8,4050,29355,53700,40,2465,35.6,103,470,9.5,43,2957,3457,2200,9,37.3,67007,49.9,42.5,5.2,5.4,0.8,5,35.4,"43.8%","2:62"
"2:140","2021-10-13","Faulkner",116836,61690,52367,18,7109,54581,90737,46.4,12133,43.4,267,1357,14.3,118,6146,6078,3776,9,43.5,107247,57.5,48.8,5.5,6.4,3,6,39.7,"50.9%","2:63"
"2:141","2021-10-13","Conway",20195,10803,9077,2,1012,9791,15826,49.9,2380,54.5,60,95,21.6,10,1311,513,760,9,57.2,17726,60.9,51.2,4.7,5.8,0,4,56,"55.2%","2:64"
"2:142","2021-10-13","Newton",4776,2624,2054,2,486,2138,4005,27.2,4,0,13,11,6.6,4,611,128,179,11,67.8,6827,38.4,30.1,5.5,6.6,1.1,3,22.6,"31.3%","2:65"
"2:143","2021-10-13","Pope",54685,30368,23655,13,3119,27249,43788,42.5,1369,35.8,203,555,15,36,4182,4552,4166,8,45.9,54387,55.8,43.5,4.4,5.2,1.2,3,39.2,"50.1%","2:66"
"2:144","2021-10-13","Johnson",21217,12060,9034,4,1688,10372,16716,39.3,453,39.4,62,510,10.9,49,1927,1500,2678,9,46.6,22287,54.1,40.5,5.4,10,0,9,55.1,"46.5%","2:67"
"2:145","2021-10-13","Van Buren",12768,6758,5877,2,654,6104,11765,39.6,78,32,29,32,10.8,4,663,197,281,4,31.7,14547,46.5,40.4,4,0,0,0,27.9,"42.0%","2:68"
"2:146","2021-10-13","Cleburne",20164,10896,8990,3,1267,9629,17546,39,64,20.8,42,96,11.9,7,2044,365,311,7,30.4,21965,49.6,40.9,4.7,3.5,0,6,35,"43.8%","2:69"
"2:147","2021-10-13","Poinsett",19283,10603,8313,6,1932,8671,16669,41.8,1308,35.8,22,61,10,3,818,402,452,9,36.2,19810,53.5,42,8.7,10.5,3.3,6,34.1,"43.8%","2:70"
"2:148","2021-10-13","Craighead",96367,51699,40413,63,9178,42521,76172,44.6,9659,30.1,149,1616,12.3,70,4805,3896,3640,15,36.6,91830,56.3,44,8.6,7.9,3.4,17,57.1,"46.3%","2:71"
"2:149","2021-10-13","Sharp",11719,6532,5034,1,1283,5249,10739,32.7,32,8.4,20,53,6.2,2,760,113,168,2,22.9,15166,43.1,33.2,7.9,1.7,0,10,18.5,"34.6%","2:72"
"2:150","2021-10-13","Izard",9160,4991,4077,3,694,4297,8437,34.2,29,4.5,11,22,5.9,7,493,161,85,4,12.7,12084,41.3,33.7,5.3,0.3,0,2,21.9,"35.6%","2:73"
"2:151","2021-10-13","Fulton",6750,3716,2950,1,530,3186,5958,26.7,23,7.1,7,5,3.4,0,696,61,70,-1,19.9,10804,34.4,27.3,4,5.3,1.1,0,7,"29.5%","2:74"
"2:152","2021-10-13","Stone",8506,4543,3874,2,521,4022,7738,34.1,34,24.3,21,11,8.9,3,552,147,118,11,27.2,10998,41.3,35.2,4.1,0,0.9,0,14.3,"36.6%","2:75"
"2:153","2021-10-13","Boone",27224,14445,11742,12,2345,12100,23862,34.1,88,21.6,41,155,6.1,12,1994,1072,1787,15,105.1,31850,45.4,36.9,6.4,3.1,0.3,6,31.8,"38.0%","2:76"
"2:154","2021-10-13","Out of State",62474,38873,22724,27,12826,26047,36295,0,5724,0,803,1761,0,182,12230,5479,4526,0,0,0,0,0,0,0,0,0,0,"Inf","2:77"
"2:155","2021-10-12","Missing",343964,209490,126562,199,72121,137369,224145,0,46174,0,1306,6811,0,1056,39044,25428,22669,0,0,0,0,0,0,0,0,0,0,"Inf","2:78"
"2:156","2021-10-12","Howard",12499,7013,5412,0,963,6050,8041,46.6,2401,51.7,50,57,17.2,11,990,949,923,7,37.3,10888,64.4,49.7,6,7.9,3.4,1,46,"55.6%","2:79"
"2:157","2021-10-12","Pulaski",382525,199960,163989,160,25346,174614,213172,49.1,101832,38.4,1292,9184,34.7,373,23160,33512,19866,11,53.1,330989,60.4,49.5,5.8,6,6.4,7,52.3,"52.8%","2:80"
"2:158","2021-10-12","Lonoke",63618,34254,28389,13,4149,30105,51681,43.8,3871,46,137,618,12.4,68,4560,2683,2263,6,43.5,61242,55.9,46.4,5.6,6.5,3.3,5,43.7,"49.2%","2:81"
"2:159","2021-10-12","Prairie",6272,3566,2631,6,697,2869,5046,38,780,44.2,6,15,7.1,2,280,143,118,13,49.1,6949,51.3,37.9,8.7,11.9,7.1,17,38.9,"41.3%","2:82"
"2:160","2021-10-12","Desha",11596,6485,4973,8,1091,5394,5728,54.8,4792,49,17,78,12.5,6,383,592,680,12,58.5,9520,68.1,52.2,9.4,11.3,20,0,54.5,"56.7%","2:83"
"2:161","2021-10-12","Phillips",15389,8466,6831,0,1183,7283,5660,48.1,8619,45.3,13,43,9.1,4,634,416,370,13,67.6,14714,57.5,46.4,7.3,7,3,3,29.3,"49.5%","2:84"
"2:162","2021-10-12","Searcy",5749,3050,2624,1,338,2712,4883,34.7,17,20.8,6,4,2.5,2,670,167,209,33,41.1,6887,44.3,38.1,3.5,0,0,0,10.7,"39.4%","2:85"
"2:163","2021-10-12","Independence",28640,15831,12359,18,2539,13292,25754,39.6,496,28,62,383,11,39,691,1215,1170,10,30.5,31722,49.9,39,7.1,5.7,3.7,10,50.4,"41.9%","2:86"
"2:164","2021-10-12","Jackson",12351,6620,5387,6,1033,5587,9965,38.4,1506,26.4,17,35,7.1,15,426,387,345,12,38.3,14500,45.7,37.2,7,5.5,0,0,24.5,"38.5%","2:87"
"2:165","2021-10-12","Mississippi",28528,15852,12377,10,2526,13326,17073,37.3,8004,31.5,59,183,16.2,14,2242,953,922,9,31.7,33683,47.1,36.7,5.7,7.1,5.2,5,53.3,"39.6%","2:88"
