"","County_Name","Date","Active_Cases_Total","Total_Positives","Total_Deaths","Pct_Positive_Cumulative","New_Cases_Today","Active_Cases_10k_Pop"
"434","Monroe",2020-09-06,10,100,0,5.13,0,13.8
"435","Montgomery",2020-09-06,41,118,4,7.54,0,45.59
"436","Nevada",2020-09-06,5,166,12,6.89,1,5.92
"437","Newton",2020-09-06,31,144,15,9.87,6,39.5
"438","Ouachita",2020-09-06,35,179,5,3.97,4,14.52
"439","Perry",2020-09-06,4,63,0,2.83,0,3.88
"440","Phillips",2020-09-06,15,415,10,7.42,1,7.88
"441","Pike",2020-09-06,8,186,1,9.33,3,7.4
"442","Poinsett",2020-09-06,69,517,6,8.06,6,28.69
"443","Polk",2020-09-06,19,238,4,6.87,4,9.42
"444","Pope",2020-09-06,155,1871,20,10.03,39,24.35
"445","Prairie",2020-09-06,5,121,1,7,0,6.07
"446","Pulaski",2020-09-06,718,7501,113,7.05,60,18.25
"447","Randolph",2020-09-06,11,322,18,7.92,3,6.25
"448","Saline",2020-09-06,216,1687,14,7.47,11,18.3
"449","Scott",2020-09-06,2,90,0,5.73,1,1.92
"450","Searcy",2020-09-06,31,115,0,6.87,1,39.13
"451","Sebastian",2020-09-06,237,3021,35,8.37,38,18.59
"452","Sevier",2020-09-06,16,1173,14,17.1,6,9.31
"453","Sharp",2020-09-06,9,155,5,5.01,1,5.28
"454","St.Francis",2020-09-06,80,1372,4,12.07,8,30.43
"455","Stone",2020-09-06,64,241,4,8.62,10,51.42
"456","Union",2020-09-06,54,725,22,9.03,1,13.59
"457","VanBuren",2020-09-06,29,141,2,4.65,1,17.38
"458","Washington",2020-09-06,771,7639,79,11.1,62,33.74
"459","White",2020-09-06,76,570,12,5.24,6,9.64
"460","Woodruff",2020-09-06,1,28,0,2.03,0,1.5
"461","Yell",2020-09-06,36,1189,25,13.14,12,16.55
"462","Arkansas_all_counties",2020-09-07,6062,66280,908,8.45,356,20.09
"463","Arkansas_county",2020-09-07,24,299,4,6.64,1,13.24
"464","Ashley",2020-09-07,6,390,7,8.56,0,2.92
"465","Baxter",2020-09-07,27,155,1,5.02,6,6.55
"466","Benton",2020-09-07,328,5645,59,8.51,13,12.67
"467","Boone",2020-09-07,114,414,4,5.73,6,30.57
"468","Bradley",2020-09-07,28,314,6,9.23,3,25.58
"469","Calhoun",2020-09-07,2,25,0,1.93,1,3.84
"470","Carroll",2020-09-07,47,503,8,7.91,2,16.85
"471","Chicot",2020-09-07,21,969,11,18.35,0,19.4
"472","Clark",2020-09-07,40,266,4,5.06,3,17.87
"473","Clay",2020-09-07,36,211,5,6.24,2,23.9
"474","Cleburne",2020-09-07,18,270,7,5.54,3,7.13
"475","Cleveland",2020-09-07,7,142,7,6.64,0,8.51
"476","Columbia",2020-09-07,23,319,16,7.92,2,9.63
"477","Conway",2020-09-07,20,220,3,4.32,1,9.57
"478","Craighead",2020-09-07,351,2124,15,7.73,45,33.21
"479","Crawford",2020-09-07,104,993,9,6.41,1,16.65
"480","Crittenden",2020-09-07,98,1738,35,12.59,25,19.99
"481","Cross",2020-09-07,45,307,5,8.18,3,26.47
"482","Dallas",2020-09-07,28,136,2,8.14,1,37.67
"483","Desha",2020-09-07,20,253,5,7.61,0,16.83
"484","Drew",2020-09-07,23,321,5,6.45,2,12.43
"485","Faulkner",2020-09-07,165,1798,9,5.94,8,13.48
"486","Franklin",2020-09-07,28,189,2,4.14,2,15.75
"487","Fulton",2020-09-07,16,85,1,8.29,1,13.18
"488","Garland",2020-09-07,158,1533,33,6.54,15,16.07
"489","Grant",2020-09-07,24,204,1,5.2,0,13.27
"490","Greene",2020-09-07,59,672,5,6.18,3,13.22
"491","Hempstead",2020-09-07,4,335,3,8.63,0,1.82
"492","HotSpring",2020-09-07,51,1747,23,16.75,1,15.21
"493","Howard",2020-09-07,31,437,8,11.8,2,23.15
"494","Independence",2020-09-07,77,816,12,9.08,3,20.66
"495","Izard",2020-09-07,14,111,0,3.74,0,10.33
"496","Jackson",2020-09-07,17,195,1,3.62,1,9.87
"497","Jefferson",2020-09-07,322,2304,53,9.42,19,45.72
"498","Johnson",2020-09-07,25,787,4,11.69,2,9.51
"499","Lafayette",2020-09-07,5,76,2,8.59,0,7.23
"500","Lawrence",2020-09-07,29,271,11,8.31,3,17.4
"501","Lee",2020-09-07,16,1013,11,23.27,0,17.02
"502","Lincoln",2020-09-07,364,1762,13,23.83,3,265.79
"503","LittleRiver",2020-09-07,27,306,17,17.12,2,21.74
"504","Logan",2020-09-07,12,370,1,6.36,1,5.52
"505","Lonoke",2020-09-07,89,785,5,5.6,9,12.33
"506","Madison",2020-09-07,12,310,2,8.18,2,7.46
"507","Marion",2020-09-07,9,52,0,2.86,1,5.48
"508","Miller",2020-09-07,61,662,10,11.05,6,13.94
"509","MissingCountyInfo",2020-09-07,277,1227,0,4.45,0,NA
"510","Mississippi",2020-09-07,102,1439,34,12.75,6,23.81
"511","Monroe",2020-09-07,9,100,0,5.09,0,12.42
"512","Montgomery",2020-09-07,42,119,4,7.59,1,46.7
"513","Nevada",2020-09-07,6,167,12,6.89,1,7.11
"514","Newton",2020-09-07,31,146,15,9.96,2,39.5
"515","Ouachita",2020-09-07,36,184,5,4.07,5,14.93
"516","Perry",2020-09-07,3,63,0,2.79,0,2.91
"517","Phillips",2020-09-07,19,420,10,7.47,5,9.98
"518","Pike",2020-09-07,9,189,1,9.43,3,8.33
"519","Poinsett",2020-09-07,76,529,6,8.17,12,31.6
"520","Polk",2020-09-07,16,238,4,6.85,0,7.94
"521","Pope",2020-09-07,151,1881,20,10.04,10,23.73
"522","Prairie",2020-09-07,5,121,1,6.99,0,6.07
"523","Pulaski",2020-09-07,688,7543,113,7.04,42,17.49
"524","Randolph",2020-09-07,13,323,18,7.92,1,7.39
"525","Saline",2020-09-07,191,1690,14,7.44,3,16.19
"526","Scott",2020-09-07,2,90,0,5.7,0,1.92
"527","Searcy",2020-09-07,23,115,0,6.84,0,29.03
"528","Sebastian",2020-09-07,226,3030,36,8.35,9,17.73
"529","Sevier",2020-09-07,16,1173,16,17.05,0,9.31
"530","Sharp",2020-09-07,10,156,5,5.03,1,5.87
"531","St.Francis",2020-09-07,77,1373,4,12.03,1,29.28
"532","Stone",2020-09-07,66,250,4,8.73,9,53.03
"533","Union",2020-09-07,39,731,22,8.94,6,9.82
"534","VanBuren",2020-09-07,26,142,2,4.59,1,15.58
"535","Washington",2020-09-07,775,7666,80,11.1,27,33.91
"536","White",2020-09-07,72,571,12,5.23,1,9.14
"537","Woodruff",2020-09-07,1,28,0,2.03,0,1.5
"538","Yell",2020-09-07,30,1189,25,13.04,0,13.79
"539","Arkansas_all_counties",2020-09-08,5844,66757,917,8.43,477,19.37
"540","Arkansas_county",2020-09-08,22,300,4,6.64,1,12.14
"541","Ashley",2020-09-08,7,393,7,8.61,3,3.41
"542","Baxter",2020-09-08,30,161,1,5.18,6,7.28
"543","Benton",2020-09-08,322,5662,60,8.52,17,12.43
"544","Boone",2020-09-08,117,422,4,5.72,8,31.38
"545","Bradley",2020-09-08,26,315,6,9.23,1,23.75
"546","Calhoun",2020-09-08,2,25,0,1.93,0,3.84
"547","Carroll",2020-09-08,45,506,8,7.94,3,16.14
"548","Chicot",2020-09-08,20,970,11,18.36,1,18.47
"549","Clark",2020-09-08,36,268,4,5.09,2,16.08
"550","Clay",2020-09-08,35,214,5,6.29,3,23.24
"551","Cleburne",2020-09-08,15,270,7,5.51,0,5.95
"552","Cleveland",2020-09-08,8,143,7,6.6,1,9.73
"553","Columbia",2020-09-08,23,320,16,7.94,1,9.63
"554","Conway",2020-09-08,20,222,3,4.34,2,9.57
"555","Craighead",2020-09-08,347,2139,15,7.72,15,32.83
"556","Crawford",2020-09-08,98,1000,10,6.4,7,15.69
"557","Crittenden",2020-09-08,103,1748,36,12.64,10,21.01
"558","Cross",2020-09-08,63,337,5,8.73,30,37.06
"559","Dallas",2020-09-08,26,137,2,8.15,1,34.98
"560","Desha",2020-09-08,19,254,5,7.63,1,15.98
"561","Drew",2020-09-08,23,322,5,6.47,1,12.43
"562","Faulkner",2020-09-08,159,1809,9,5.96,11,12.99
"563","Franklin",2020-09-08,28,191,2,4.15,2,15.75
"564","Fulton",2020-09-08,16,85,1,8.27,0,13.18
"565","Garland",2020-09-08,141,1537,34,6.54,4,14.34
"566","Grant",2020-09-08,24,208,1,5.27,4,13.27
"567","Greene",2020-09-08,52,674,6,6.15,2,11.65
"568","Hempstead",2020-09-08,5,337,3,8.66,2,2.27
"569","HotSpring",2020-09-08,48,1750,23,16.72,3,14.32
"570","Howard",2020-09-08,30,437,8,11.77,0,22.41
"571","Independence",2020-09-08,73,823,12,9.11,7,19.59
"572","Izard",2020-09-08,14,112,0,3.76,1,10.33
"573","Jackson",2020-09-08,17,195,1,3.61,0,9.87
"574","Jefferson",2020-09-08,297,2314,53,9.44,10,42.17
"575","Johnson",2020-09-08,28,789,4,11.67,2,10.65
"576","Lafayette",2020-09-08,5,76,2,8.58,0,7.23
"577","Lawrence",2020-09-08,27,271,11,8.15,0,16.2
"578","Lee",2020-09-08,14,1014,11,23.27,1,14.9
"579","Lincoln",2020-09-08,359,1767,13,23.87,5,262.14
"580","LittleRiver",2020-09-08,27,307,17,17.15,1,21.74
"581","Logan",2020-09-08,11,370,1,6.33,0,5.06
"582","Lonoke",2020-09-08,91,796,5,5.65,11,12.6
"583","Madison",2020-09-08,12,310,2,8.18,0,7.46
"584","Marion",2020-09-08,8,53,0,2.9,1,4.87
"585","Miller",2020-09-08,66,670,10,10.92,8,15.08
"586","MissingCountyInfo",2020-09-08,259,1209,0,4.21,-18,NA
"587","Mississippi",2020-09-08,96,1442,34,12.6,3,22.41
"588","Monroe",2020-09-08,10,101,0,5.12,1,13.8
"589","Montgomery",2020-09-08,36,118,4,7.02,-1,40.03
"590","Nevada",2020-09-08,4,166,12,6.83,-1,4.74
"591","Newton",2020-09-08,30,146,15,9.93,0,38.23
"592","Ouachita",2020-09-08,35,184,5,4.06,0,14.52
"593","Perry",2020-09-08,3,63,0,2.78,0,2.91
"594","Phillips",2020-09-08,21,422,10,7.49,2,11.03
"595","Pike",2020-09-08,9,189,1,9.4,0,8.33
"596","Poinsett",2020-09-08,65,530,6,8.15,1,27.02
"597","Polk",2020-09-08,17,240,4,6.88,2,8.43
"598","Pope",2020-09-08,141,1886,20,10.01,5,22.15
"599","Prairie",2020-09-08,6,122,1,7.02,1,7.28
"600","Pulaski",2020-09-08,660,7566,114,7.02,23,16.77
"601","Randolph",2020-09-08,14,325,18,7.85,2,7.95
"602","Saline",2020-09-08,135,1701,15,7.38,11,11.44
"603","Scott",2020-09-08,2,90,0,5.7,0,1.92
"604","Searcy",2020-09-08,16,115,0,6.8,0,20.19
"605","Sebastian",2020-09-08,215,3042,38,8.35,12,16.87
"606","Sevier",2020-09-08,14,1173,16,17.04,0,8.14
"607","Sharp",2020-09-08,11,157,5,5.04,1,6.45
"608","St.Francis",2020-09-08,80,1377,4,11.98,4,30.43
"609","Stone",2020-09-08,61,250,4,8.68,0,49.01
"610","Union",2020-09-08,41,740,22,9.02,9,10.32
"611","VanBuren",2020-09-08,24,145,2,4.61,3,14.39
"612","Washington",2020-09-08,780,7703,80,11.12,37,34.13
"613","White",2020-09-08,72,576,12,5.16,5,9.14
"614","Woodruff",2020-09-08,2,29,0,2.08,1,3
"615","Yell",2020-09-08,26,1191,25,12.99,2,11.95
"616","Arkansas_all_counties",2020-09-09,5558,67255,928,8.42,498,18.42
"617","Arkansas_county",2020-09-09,21,301,4,6.55,1,11.59
"618","Ashley",2020-09-09,7,393,7,8.53,0,3.41
"619","Baxter",2020-09-09,29,163,1,5.16,2,7.04
"620","Benton",2020-09-09,305,5687,60,8.43,25,11.78
"621","Boone",2020-09-09,109,429,4,5.7,7,29.23
"622","Bradley",2020-09-09,24,315,6,9.15,0,21.92
"623","Calhoun",2020-09-09,2,25,0,1.9,0,3.84
"624","Carroll",2020-09-09,44,515,8,7.96,9,15.78
"625","Chicot",2020-09-09,20,970,11,18.23,0,18.47
"626","Clark",2020-09-09,39,272,4,5.12,4,17.42
"627","Clay",2020-09-09,33,214,5,6.22,0,21.91
"628","Cleburne",2020-09-09,14,271,7,5.5,1,5.55
"629","Cleveland",2020-09-09,8,143,7,6.55,0,9.73
"630","Columbia",2020-09-09,21,321,16,7.85,1,8.79
"631","Conway",2020-09-09,15,222,3,4.29,0,7.17
"632","Craighead",2020-09-09,356,2178,16,7.74,39,33.68
"633","Crawford",2020-09-09,79,1002,10,6.36,2,12.65
"634","Crittenden",2020-09-09,104,1757,36,12.62,9,21.22
"635","Cross",2020-09-09,63,341,5,8.65,4,37.06
"636","Dallas",2020-09-09,22,139,2,8.19,2,29.6
"637","Desha",2020-09-09,18,255,5,7.6,1,15.14
"638","Drew",2020-09-09,22,322,5,6.41,0,11.89
"639","Faulkner",2020-09-09,159,1827,9,5.96,18,12.99
"640","Franklin",2020-09-09,27,193,2,4.14,2,15.19
"641","Fulton",2020-09-09,17,87,1,8.35,2,14
"642","Garland",2020-09-09,127,1552,34,6.51,15,12.92
"643","Grant",2020-09-09,22,211,1,5.3,3,12.16
"644","Greene",2020-09-09,47,677,7,6.09,3,10.53
"645","Hempstead",2020-09-09,3,337,3,8.57,0,1.36
"646","HotSpring",2020-09-09,56,1759,23,16.43,9,16.71
"647","Howard",2020-09-09,18,437,8,11.71,0,13.44
"648","Independence",2020-09-09,75,837,12,9.04,14,20.13
"649","Izard",2020-09-09,16,114,0,3.79,2,11.8
"650","Jackson",2020-09-09,29,214,1,3.92,19,16.84
"651","Jefferson",2020-09-09,272,2338,53,9.42,24,38.62
"652","Johnson",2020-09-09,28,789,4,11.53,0,10.65
"653","Lafayette",2020-09-09,5,77,2,8.61,1,7.23
"654","Lawrence",2020-09-09,31,275,11,8.18,4,18.6
"655","Lee",2020-09-09,14,1015,11,23.14,1,14.9
"656","Lincoln",2020-09-09,355,1767,13,23.77,0,259.22
"657","LittleRiver",2020-09-09,27,311,18,17.17,4,21.74
"658","Logan",2020-09-09,8,372,1,6.3,2,3.68
"659","Lonoke",2020-09-09,85,804,5,5.64,8,11.77
"660","Madison",2020-09-09,9,310,2,8.11,0,5.6
"661","Marion",2020-09-09,11,57,0,3.07,4,6.69
"662","Miller",2020-09-09,62,673,10,10.86,3,14.17
"663","MissingCountyInfo",2020-09-09,242,1157,0,4.59,-52,NA
"664","Mississippi",2020-09-09,92,1448,34,12.58,6,21.48
"665","Monroe",2020-09-09,9,101,0,5.09,0,12.42
"666","Montgomery",2020-09-09,34,118,4,6.91,0,37.81
"667","Nevada",2020-09-09,5,170,12,6.94,4,5.92
"668","Newton",2020-09-09,31,150,15,10.01,4,39.5
"669","Ouachita",2020-09-09,31,186,5,4.03,2,12.86
"670","Perry",2020-09-09,4,65,0,2.83,2,3.88
"671","Phillips",2020-09-09,14,424,10,7.48,2,7.36
"672","Pike",2020-09-09,10,191,1,9.43,2,9.25
"673","Poinsett",2020-09-09,62,534,6,8.16,4,25.78
"674","Polk",2020-09-09,15,240,4,6.8,0,7.44
"675","Pope",2020-09-09,126,1896,21,9.95,10,19.8
"676","Prairie",2020-09-09,8,124,1,7.08,2,9.7
"677","Pulaski",2020-09-09,598,7612,115,7,46,15.2
"678","Randolph",2020-09-09,14,327,18,7.82,2,7.95
"679","Saline",2020-09-09,127,1712,15,7.34,11,10.76
"680","Scott",2020-09-09,2,90,0,5.66,0,1.92
"681","Searcy",2020-09-09,16,117,0,6.88,2,20.19
"682","Sebastian",2020-09-09,197,3053,38,8.3,11,15.46
"683","Sevier",2020-09-09,13,1174,16,16.77,1,7.56
"684","Sharp",2020-09-09,8,155,6,4.92,-2,4.69
"685","St.Francis",2020-09-09,64,1378,4,11.89,1,24.34
"686","Stone",2020-09-09,57,255,4,8.75,5,45.8
"687","Union",2020-09-09,42,748,25,9.05,8,10.57
"688","VanBuren",2020-09-09,26,148,2,4.51,3,15.58
"689","Washington",2020-09-09,773,7769,80,11.06,66,33.83
"690","White",2020-09-09,54,576,14,5.03,0,6.85
"691","Woodruff",2020-09-09,2,29,0,2.05,0,3
"692","Yell",2020-09-09,24,1191,25,12.9,0,11.03
"693","Arkansas_all_counties",2020-09-10,5196,67803,940,8.39,548,17.22
"694","Arkansas_county",2020-09-10,21,302,4,6.53,1,11.59
"695","Ashley",2020-09-10,6,395,8,8.54,2,2.92
"696","Baxter",2020-09-10,36,173,1,5.15,10,8.73
"697","Benton",2020-09-10,283,5699,60,8.41,12,10.93
"698","Boone",2020-09-10,111,441,4,5.84,12,29.77
"699","Bradley",2020-09-10,19,315,6,9.11,0,17.35
"700","Calhoun",2020-09-10,3,26,0,1.97,1,5.77
"701","Carroll",2020-09-10,45,518,8,7.98,3,16.14
"702","Chicot",2020-09-10,10,970,11,18.2,0,9.24
"703","Clark",2020-09-10,32,268,4,5.01,-4,14.3
"704","Clay",2020-09-10,31,216,5,6.24,2,20.58
"705","Cleburne",2020-09-10,17,274,7,5.49,3,6.74
"706","Cleveland",2020-09-10,9,145,7,6.59,2,10.94
"707","Columbia",2020-09-10,21,323,16,7.87,2,8.79
"708","Conway",2020-09-10,13,222,3,4.27,0,6.22
"709","Craighead",2020-09-10,360,2213,16,7.8,35,34.06
"710","Crawford",2020-09-10,69,1009,10,6.33,7,11.04
"711","Crittenden",2020-09-10,105,1767,36,12.65,10,21.42
"712","Cross",2020-09-10,63,345,5,8.71,4,37.06
"713","Dallas",2020-09-10,23,141,2,8.17,2,30.95
"714","Desha",2020-09-10,17,256,5,7.6,1,14.3
"715","Drew",2020-09-10,18,322,5,6.39,0,9.73
"716","Faulkner",2020-09-10,146,1840,10,5.98,13,11.93
"717","Franklin",2020-09-10,24,195,2,4.17,2,13.5
"718","Fulton",2020-09-10,13,88,1,8.29,1,10.71
"719","Garland",2020-09-10,125,1563,34,6.44,11,12.72
"720","Grant",2020-09-10,24,212,1,5.24,1,13.27
"721","Greene",2020-09-10,45,682,7,6.1,5,10.08
"722","Hempstead",2020-09-10,3,337,4,8.54,0,1.36
"723","HotSpring",2020-09-10,40,1762,23,16.11,3,11.93
"724","Howard",2020-09-10,13,439,8,11.73,2,9.71
"725","Independence",2020-09-10,66,844,12,9.02,7,17.71
"726","Izard",2020-09-10,13,119,0,3.92,5,9.59
"727","Jackson",2020-09-10,28,217,1,3.95,3,16.26
"728","Jefferson",2020-09-10,253,2372,54,9.35,34,35.93
"729","Johnson",2020-09-10,24,792,4,11.51,3,9.13
"730","Lafayette",2020-09-10,5,78,2,8.68,1,7.23
"731","Lawrence",2020-09-10,25,276,11,8.12,1,15
"732","Lee",2020-09-10,14,1015,12,23.09,0,14.9
"733","Lincoln",2020-09-10,235,1769,13,23.75,2,171.6
"734","LittleRiver",2020-09-10,19,313,18,17.25,2,15.3
"735","Logan",2020-09-10,9,375,1,6.31,3,4.14
"736","Lonoke",2020-09-10,76,804,5,5.6,0,10.53
"737","Madison",2020-09-10,10,310,2,8.08,0,6.22
"738","Marion",2020-09-10,11,57,0,3,0,6.69
"739","Miller",2020-09-10,51,674,10,10.79,1,11.65
"740","MissingCountyInfo",2020-09-10,221,1117,0,4.18,-40,NA
"741","Mississippi",2020-09-10,87,1456,34,12.6,8,20.31
"742","Monroe",2020-09-10,9,101,0,5.04,0,12.42
"743","Montgomery",2020-09-10,32,119,4,6.61,1,35.58
"744","Nevada",2020-09-10,6,171,12,6.91,1,7.11
"745","Newton",2020-09-10,32,154,15,10.21,4,40.77
"746","Ouachita",2020-09-10,32,189,5,4.08,3,13.27
"747","Perry",2020-09-10,2,65,0,2.82,0,1.94
"748","Phillips",2020-09-10,12,424,10,7.46,0,6.3
"749","Pike",2020-09-10,20,204,1,9.95,13,18.5
"750","Poinsett",2020-09-10,55,537,6,8.14,3,22.87
"751","Polk",2020-09-10,15,241,4,6.78,1,7.44
"752","Pope",2020-09-10,114,1908,22,9.94,12,17.91
"753","Prairie",2020-09-10,8,124,1,6.99,0,9.7
"754","Pulaski",2020-09-10,573,7683,116,7,71,14.56
"755","Randolph",2020-09-10,16,329,18,7.84,2,9.09
"756","Saline",2020-09-10,137,1736,15,7.36,24,11.61
"757","Scott",2020-09-10,1,90,1,5.61,0,0.96
"758","Searcy",2020-09-10,15,118,0,6.9,1,18.93
"759","Sebastian",2020-09-10,204,3075,39,8.27,22,16
"760","Sevier",2020-09-10,13,1175,16,16.75,1,7.56
"761","Sharp",2020-09-10,8,156,6,4.93,1,4.69
"762","St.Francis",2020-09-10,52,1379,4,11.87,1,19.78
"763","Stone",2020-09-10,54,257,5,8.73,2,43.39
"764","Union",2020-09-10,40,755,25,9.12,7,10.07
"765","VanBuren",2020-09-10,22,148,2,4.49,0,13.19
"766","Washington",2020-09-10,761,7822,82,11.09,53,33.3
"767","White",2020-09-10,47,577,14,5.02,1,5.96
"768","Woodruff",2020-09-10,2,29,0,2.05,0,3
"769","Yell",2020-09-10,22,1192,25,12.76,1,10.11
"770","Arkansas_all_counties",2020-09-11,5713,68983,953,8.44,1180,18.93
"771","Arkansas_county",2020-09-11,19,302,4,6.48,0,10.48
"772","Ashley",2020-09-11,7,397,8,8.47,2,3.41
"773","Baxter",2020-09-11,38,177,1,5.16,4,9.22
"774","Benton",2020-09-11,300,5752,61,8.43,53,11.58
"775","Boone",2020-09-11,116,456,5,5.94,15,31.11
"776","Bradley",2020-09-11,16,317,6,9.09,2,14.61
"777","Calhoun",2020-09-11,3,26,0,1.95,0,5.77
"778","Carroll",2020-09-11,65,538,8,8.19,20,23.31
"779","Chicot",2020-09-11,12,973,11,18.19,3,11.08
"780","Clark",2020-09-11,27,270,4,5,2,12.06
"781","Clay",2020-09-11,33,221,5,6.29,5,21.91
"782","Cleburne",2020-09-11,26,283,7,5.57,9,10.31
"783","Cleveland",2020-09-11,16,152,7,6.57,7,19.45
"784","Columbia",2020-09-11,27,331,16,8.02,8,11.3
"785","Conway",2020-09-11,13,226,3,4.3,4,6.22
"786","Craighead",2020-09-11,395,2276,16,7.9,63,37.37
"787","Crawford",2020-09-11,94,1044,10,6.43,35,15.05
"788","Crittenden",2020-09-11,111,1785,36,12.7,18,22.65
"789","Cross",2020-09-11,66,350,5,8.74,5,38.83
"790","Dallas",2020-09-11,28,148,2,8.41,7,37.67
"791","Desha",2020-09-11,14,257,5,7.54,1,11.78
"792","Drew",2020-09-11,18,326,5,6.44,4,9.73
"793","Faulkner",2020-09-11,153,1873,10,6.02,33,12.5
"794","Franklin",2020-09-11,26,199,2,4.21,4,14.62
"795","Fulton",2020-09-11,16,94,1,8.63,6,13.18
"796","Garland",2020-09-11,136,1589,36,6.44,26,13.84
"797","Grant",2020-09-11,22,213,1,5.22,1,12.16
"798","Greene",2020-09-11,56,700,7,6.14,18,12.55
"799","Hempstead",2020-09-11,3,337,4,8.47,0,1.36
"800","HotSpring",2020-09-11,43,1772,23,15.96,10,12.83
"801","Howard",2020-09-11,13,440,8,11.69,1,9.71
"802","Independence",2020-09-11,79,863,12,8.98,19,21.2
"803","Izard",2020-09-11,14,123,0,4.02,4,10.33
"804","Jackson",2020-09-11,35,227,1,3.99,10,20.32
"805","Jefferson",2020-09-11,289,2431,55,9.45,59,41.04
"806","Johnson",2020-09-11,17,795,4,11.45,3,6.47
"807","Lafayette",2020-09-11,6,79,2,8.73,1,8.68
"808","Lawrence",2020-09-11,31,283,11,8,7,18.6
"809","Lee",2020-09-11,12,1018,14,23.09,3,12.77
"810","Lincoln",2020-09-11,225,1774,13,23.73,5,164.29
"811","LittleRiver",2020-09-11,15,318,18,17.36,5,12.08
"812","Logan",2020-09-11,10,376,1,6.31,1,4.6
"813","Lonoke",2020-09-11,74,819,5,5.62,15,10.25
"814","Madison",2020-09-11,12,313,2,8.09,3,7.46
"815","Marion",2020-09-11,10,57,0,2.94,0,6.08
"816","Miller",2020-09-11,57,684,10,10.7,10,13.03
"817","MissingCountyInfo",2020-09-11,413,1287,0,4.91,170,NA
"818","Mississippi",2020-09-11,89,1477,35,12.63,21,20.78
"819","Monroe",2020-09-11,9,102,0,5.03,1,12.42
"820","Montgomery",2020-09-11,16,120,4,6.4,1,17.79
"821","Nevada",2020-09-11,6,172,12,6.91,1,7.11
"822","Newton",2020-09-11,35,161,15,10.45,7,44.6
"823","Ouachita",2020-09-11,46,206,5,4.38,17,19.08
"824","Perry",2020-09-11,4,67,0,2.86,2,3.88
"825","Phillips",2020-09-11,13,427,10,7.46,3,6.83
"826","Pike",2020-09-11,24,209,1,10.11,5,22.21
"827","Poinsett",2020-09-11,57,549,6,8.04,12,23.7
"828","Polk",2020-09-11,16,244,4,6.81,3,7.94
"829","Pope",2020-09-11,110,1919,22,9.89,11,17.28
"830","Prairie",2020-09-11,8,124,1,6.94,0,9.7
"831","Pulaski",2020-09-11,621,7795,118,7.02,112,15.78
"832","Randolph",2020-09-11,19,333,18,7.85,4,10.79
"833","Saline",2020-09-11,131,1747,16,7.32,11,11.1
"834","Scott",2020-09-11,2,91,1,5.63,1,1.92
"835","Searcy",2020-09-11,18,122,0,7.06,4,22.72
"836","Sebastian",2020-09-11,222,3128,39,8.29,53,17.42
"837","Sevier",2020-09-11,13,1176,16,16.7,1,7.56
"838","Sharp",2020-09-11,13,162,6,5.05,6,7.63
"839","St.Francis",2020-09-11,36,1384,4,11.88,5,13.69
"840","Stone",2020-09-11,48,259,5,8.67,2,38.57
"841","Union",2020-09-11,43,769,25,9.24,14,10.82
"842","VanBuren",2020-09-11,23,153,2,4.58,5,13.79
"843","Washington",2020-09-11,803,7935,84,11.12,113,35.14
"844","White",2020-09-11,52,587,14,5.06,10,6.6
"845","Woodruff",2020-09-11,2,29,0,2.02,0,3
"846","Yell",2020-09-11,23,1193,25,12.59,1,10.57
"847","Arkansas_all_counties",2020-09-12,5755,69710,964,8.37,727,19.07
"848","Arkansas_county",2020-09-12,20,311,4,6.37,9,11.04
"849","Ashley",2020-09-12,8,398,8,8.42,1,3.9
"850","Baxter",2020-09-12,41,199,1,5.73,22,9.95
"851","Benton",2020-09-12,312,5832,61,8.48,80,12.05
"852","Boone",2020-09-12,111,477,5,6.15,21,29.77
"853","Bradley",2020-09-12,17,320,6,9.1,3,15.53
"854","Calhoun",2020-09-12,4,28,0,2.06,2,7.69
"855","Carroll",2020-09-12,64,543,8,8.23,5,22.95
"856","Chicot",2020-09-12,13,976,11,18.14,3,12.01
"857","Clark",2020-09-12,27,275,4,5.03,5,12.06
"858","Clay",2020-09-12,36,229,5,6.42,8,23.9
"859","Cleburne",2020-09-12,27,293,7,5.62,10,10.7
"860","Cleveland",2020-09-12,19,157,9,6.7,5,23.1
"861","Columbia",2020-09-12,26,337,17,8.09,6,10.88
"862","Conway",2020-09-12,15,231,3,4.31,5,7.17
"863","Craighead",2020-09-12,381,2337,16,8.01,61,36.05
"864","Crawford",2020-09-12,109,1078,10,6.54,34,17.45
"865","Crittenden",2020-09-12,117,1799,36,12.72,14,23.87
"866","Cross",2020-09-12,65,361,5,8.89,11,38.24
"867","Dallas",2020-09-12,32,153,2,8.16,5,43.06
"868","Desha",2020-09-12,17,260,5,7.49,3,14.3
"869","Drew",2020-09-12,18,331,5,6.44,5,9.73
"870","Faulkner",2020-09-12,177,1962,12,6.06,89,14.46
"871","Franklin",2020-09-12,29,208,2,4.36,9,16.31
"872","Fulton",2020-09-12,18,98,1,8.81,4,14.83
"873","Garland",2020-09-12,143,1610,36,6.46,21,14.55
"874","Grant",2020-09-12,19,221,1,5.23,8,10.51
"875","Greene",2020-09-12,66,713,7,6.13,13,14.79
"876","Hempstead",2020-09-12,5,344,4,8.54,7,2.27
"877","HotSpring",2020-09-12,43,1782,23,15.74,10,12.83
"878","Howard",2020-09-12,18,448,8,11.76,8,13.44
