"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"14935","White",2021-03-13,72,7677,115,13.37,5,9.14
"14936","Woodruff",2021-03-13,3,628,11,7.11,1,4.5
"14937","Yell",2021-03-13,17,3394,63,10.07,0,7.88
"14938","Arkansas_all_counties",2021-03-14,3085,326943,5474,10.04,130,10.32
"14939","Arkansas_county",2021-03-14,11,2007,35,8.49,0,6.07
"14940","Ashley",2021-03-14,20,1863,33,10.97,0,9.74
"14941","Baxter",2021-03-14,81,2980,99,13.48,1,19.65
"14942","Benton",2021-03-14,353,27755,393,11.69,11,13.63
"14943","Boone",2021-03-14,30,3698,78,10.07,0,8.05
"14944","Bradley",2021-03-14,9,1330,31,11.58,1,8.22
"14945","Calhoun",2021-03-14,3,404,3,9.74,0,5.77
"14946","Carroll",2021-03-14,18,2736,44,12.03,1,6.45
"14947","Chicot",2021-03-14,10,1601,38,9.76,0,9.24
"14948","Clark",2021-03-14,NA,2062,40,7.21,0,4.02
"14949","Clay",2021-03-14,12,1706,48,9.06,0,7.97
"14950","Cleburne",2021-03-14,17,1912,69,8.27,0,6.74
"14951","Cleveland",2021-03-14,7,936,25,9.03,0,8.51
"14952","Columbia",2021-03-14,16,2291,54,10.36,3,6.7
"14953","Conway",2021-03-14,12,2167,31,9.48,0,5.74
"14954","Craighead",2021-03-14,107,12974,170,10.35,2,10.12
"14955","Crawford",2021-03-14,74,6888,111,9.58,3,11.85
"14956","Crittenden",2021-03-14,46,5810,93,12.91,1,9.39
"14957","Cross",2021-03-14,11,1909,49,10.8,0,6.47
"14958","Dallas",2021-03-14,5,749,14,9.54,1,6.73
"14959","Desha",2021-03-14,12,1349,23,10.61,0,10.1
"14960","Drew",2021-03-14,13,1965,38,10.11,0,7.03
"14961","Faulkner",2021-03-14,161,12013,153,9.24,3,13.15
"14962","Franklin",2021-03-14,26,1660,38,7.98,3,14.62
"14963","Fulton",2021-03-14,9,1093,47,13.96,1,7.41
"14964","Garland",2021-03-14,109,9933,244,9.26,1,11.09
"14965","Grant",2021-03-14,19,1615,32,9.82,0,10.51
"14966","Greene",2021-03-14,41,5955,73,11.59,3,9.19
"14967","Hempstead",2021-03-14,14,1946,18,10.77,2,6.36
"14968","HotSpring",2021-03-14,73,4932,68,8.99,3,21.78
"14969","Howard",2021-03-14,12,1616,23,13.19,0,8.96
"14970","Independence",2021-03-14,NA,3692,119,8.65,1,1.07
"14971","Izard",2021-03-14,7,1646,41,9.1,1,5.16
"14972","Jackson",2021-03-14,11,3194,36,11.27,0,6.39
"14973","Jefferson",2021-03-14,68,8686,162,9.4,3,9.66
"14974","Johnson",2021-03-14,54,2834,33,10.24,6,20.54
"14975","Lafayette",2021-03-14,NA,541,9,13.91,0,2.89
"14976","Lawrence",2021-03-14,12,2061,42,12.58,0,7.2
"14977","Lee",2021-03-14,5,1649,34,12.58,0,5.32
"14978","Lincoln",2021-03-14,9,3170,47,11.85,0,6.57
"14979","LittleRiver",2021-03-14,16,1203,40,13.19,2,12.89
"14980","Logan",2021-03-14,17,2197,21,7.68,4,7.81
"14981","Lonoke",2021-03-14,95,6960,112,9.9,6,13.16
"14982","Madison",2021-03-14,11,1419,22,10.27,2,6.84
"14983","Marion",2021-03-14,10,987,29,9.06,0,6.08
"14984","Miller",2021-03-14,38,4113,34,16.5,3,8.68
"14985","MissingCountyInfo",2021-03-14,35,3192,0,3.3,-11,NA
"14986","Mississippi",2021-03-14,22,5701,106,12.83,1,5.14
"14987","Monroe",2021-03-14,NA,845,16,10.36,0,11.04
"14988","Montgomery",2021-03-14,NA,743,31,9.08,0,5.56
"14989","Nevada",2021-03-14,NA,803,23,6.17,0,4.74
"14990","Newton",2021-03-14,6,699,26,9.83,1,7.65
"14991","Ouachita",2021-03-14,7,2257,58,11.58,1,2.9
"14992","Perry",2021-03-14,4,807,9,6.51,1,3.88
"14993","Phillips",2021-03-14,21,1725,37,9.24,1,11.03
"14994","Pike",2021-03-14,11,989,22,10.45,0,10.18
"14995","Poinsett",2021-03-14,12,3096,75,10.71,1,4.99
"14996","Polk",2021-03-14,16,1922,67,12.93,0,7.94
"14997","Pope",2021-03-14,49,7806,100,9.65,2,7.7
"14998","Prairie",2021-03-14,NA,885,21,10.71,0,13.34
"14999","Pulaski",2021-03-14,352,37863,589,8.9,26,8.95
"15000","Randolph",2021-03-14,28,2042,47,10.1,3,15.91
"15001","Saline",2021-03-14,85,11582,161,10.05,6,7.2
"15002","Scott",2021-03-14,4,924,14,7.89,0,3.83
"15003","Searcy",2021-03-14,3,665,15,10.02,0,3.79
"15004","Sebastian",2021-03-14,192,14841,267,9.69,11,15.06
"15005","Sevier",2021-03-14,33,2759,25,15.98,0,19.19
"15006","Sharp",2021-03-14,11,1536,45,8.53,0,6.45
"15007","St.Francis",2021-03-14,29,3477,38,10.58,1,11.03
"15008","Stone",2021-03-14,4,973,29,8.18,0,3.21
"15009","Union",2021-03-14,35,3851,105,12.51,2,8.81
"15010","VanBuren",2021-03-14,17,1221,21,7.51,0,10.19
"15011","Washington",2021-03-14,294,29828,342,11.39,11,12.86
"15012","White",2021-03-14,69,7681,115,13.37,4,8.76
"15013","Woodruff",2021-03-14,2,628,11,7.11,0,3
"15014","Yell",2021-03-14,17,3395,63,10.07,1,7.88
"15015","Arkansas_all_counties",2021-03-15,2863,327060,5481,10.04,117,9.57
"15016","Arkansas_county",2021-03-15,10,2007,35,8.48,0,5.52
"15017","Ashley",2021-03-15,20,1863,33,10.97,0,9.74
"15018","Baxter",2021-03-15,74,2979,99,13.45,-1,17.95
"15019","Benton",2021-03-15,319,27769,393,11.69,14,12.32
"15020","Boone",2021-03-15,26,3698,78,10.06,0,6.97
"15021","Bradley",2021-03-15,9,1330,31,11.57,0,8.22
"15022","Calhoun",2021-03-15,3,404,3,9.74,0,5.77
"15023","Carroll",2021-03-15,15,2735,44,12.02,-1,5.38
"15024","Chicot",2021-03-15,11,1602,38,9.75,1,10.16
"15025","Clark",2021-03-15,NA,2062,40,7.21,0,3.13
"15026","Clay",2021-03-15,10,1706,48,9.05,0,6.64
"15027","Cleburne",2021-03-15,16,1913,69,8.27,1,6.34
"15028","Cleveland",2021-03-15,7,936,25,9.03,0,8.51
"15029","Columbia",2021-03-15,16,2294,54,10.37,3,6.7
"15030","Conway",2021-03-15,10,2167,31,9.48,0,4.78
"15031","Craighead",2021-03-15,97,12981,170,10.34,7,9.18
"15032","Crawford",2021-03-15,79,6901,111,9.58,13,12.65
"15033","Crittenden",2021-03-15,42,5811,93,12.91,1,8.57
"15034","Cross",2021-03-15,11,1909,49,10.79,0,6.47
"15035","Dallas",2021-03-15,4,749,14,9.52,0,5.38
"15036","Desha",2021-03-15,12,1350,23,10.61,1,10.1
"15037","Drew",2021-03-15,NA,1965,38,10.1,0,6.49
"15038","Faulkner",2021-03-15,147,12015,153,9.23,2,12.01
"15039","Franklin",2021-03-15,24,1660,38,7.98,0,13.5
"15040","Fulton",2021-03-15,9,1093,47,13.96,0,7.41
"15041","Garland",2021-03-15,99,9938,244,9.25,5,10.07
"15042","Grant",2021-03-15,18,1615,32,9.82,0,9.95
"15043","Greene",2021-03-15,42,5958,73,11.58,3,9.41
"15044","Hempstead",2021-03-15,12,1946,18,10.75,0,5.45
"15045","HotSpring",2021-03-15,69,4932,68,8.99,0,20.58
"15046","Howard",2021-03-15,11,1616,23,13.17,0,8.22
"15047","Independence",2021-03-15,NA,3692,119,8.65,0,1.07
"15048","Izard",2021-03-15,4,1646,41,9.09,0,2.95
"15049","Jackson",2021-03-15,11,3194,36,11.27,0,6.39
"15050","Jefferson",2021-03-15,64,8688,162,9.39,2,9.09
"15051","Johnson",2021-03-15,53,2836,33,10.24,2,20.16
"15052","Lafayette",2021-03-15,NA,541,9,13.91,0,2.89
"15053","Lawrence",2021-03-15,11,2061,42,12.56,0,6.6
"15054","Lee",2021-03-15,5,1649,34,12.58,0,5.32
"15055","Lincoln",2021-03-15,9,3170,47,11.85,0,6.57
"15056","LittleRiver",2021-03-15,15,1203,40,13.19,0,12.08
"15057","Logan",2021-03-15,19,2199,21,7.69,2,8.73
"15058","Lonoke",2021-03-15,88,6967,112,9.89,7,12.19
"15059","Madison",2021-03-15,8,1419,22,10.26,0,4.98
"15060","Marion",2021-03-15,9,987,29,9.05,0,5.48
"15061","Miller",2021-03-15,34,4114,34,16.5,1,7.77
"15062","MissingCountyInfo",2021-03-15,31,3190,0,3.3,-2,NA
"15063","Mississippi",2021-03-15,20,5702,106,12.82,1,4.67
"15064","Monroe",2021-03-15,NA,845,16,10.35,0,9.66
"15065","Montgomery",2021-03-15,NA,743,31,9.07,0,5.56
"15066","Nevada",2021-03-15,NA,803,23,6.14,0,3.55
"15067","Newton",2021-03-15,6,699,26,9.82,0,7.65
"15068","Ouachita",2021-03-15,6,2259,58,11.58,2,2.49
"15069","Perry",2021-03-15,6,809,9,6.53,2,5.81
"15070","Phillips",2021-03-15,18,1726,37,9.24,1,9.46
"15071","Pike",2021-03-15,10,989,22,10.44,0,9.25
"15072","Poinsett",2021-03-15,11,3096,76,10.7,0,4.57
"15073","Polk",2021-03-15,15,1922,68,12.93,0,7.44
"15074","Pope",2021-03-15,45,7808,100,9.64,2,7.07
"15075","Prairie",2021-03-15,NA,884,21,10.68,-1,9.7
"15076","Pulaski",2021-03-15,328,37875,593,8.89,12,8.34
"15077","Randolph",2021-03-15,26,2042,47,10.01,0,14.77
"15078","Saline",2021-03-15,77,11594,161,10.05,12,6.52
"15079","Scott",2021-03-15,4,924,14,7.89,0,3.83
"15080","Searcy",2021-03-15,NA,665,15,10.01,0,1.26
"15081","Sebastian",2021-03-15,181,14847,267,9.68,6,14.2
"15082","Sevier",2021-03-15,32,2760,25,15.99,1,18.61
"15083","Sharp",2021-03-15,13,1538,45,8.53,2,7.63
"15084","St.Francis",2021-03-15,30,3477,38,10.56,0,11.41
"15085","Stone",2021-03-15,3,974,29,8.11,1,2.41
"15086","Union",2021-03-15,33,3852,105,12.51,1,8.31
"15087","VanBuren",2021-03-15,12,1221,21,7.51,0,7.19
"15088","Washington",2021-03-15,275,29841,342,11.38,13,12.03
"15089","White",2021-03-15,63,7682,115,13.36,1,7.99
"15090","Woodruff",2021-03-15,2,628,12,7.11,0,3
"15091","Yell",2021-03-15,NA,3395,63,10.07,0,6.95
"15092","Arkansas_all_counties",2021-03-16,2875,327456,5493,10.03,396,9.61
"15093","Arkansas_county",2021-03-16,15,2013,35,8.48,6,8.28
"15094","Ashley",2021-03-16,18,1868,33,10.98,5,8.76
"15095","Baxter",2021-03-16,83,2994,99,13.47,15,20.14
"15096","Benton",2021-03-16,335,27818,393,11.67,49,12.94
"15097","Boone",2021-03-16,30,3702,78,10.01,4,8.05
"15098","Bradley",2021-03-16,10,1331,31,11.58,1,9.13
"15099","Calhoun",2021-03-16,4,406,3,9.76,2,7.69
"15100","Carroll",2021-03-16,13,2735,44,11.96,0,4.66
"15101","Chicot",2021-03-16,11,1602,38,9.75,0,10.16
"15102","Clark",2021-03-16,NA,2064,40,7.19,2,3.57
"15103","Clay",2021-03-16,8,1707,48,9.04,1,5.31
"15104","Cleburne",2021-03-16,16,1917,69,8.25,4,6.34
"15105","Cleveland",2021-03-16,6,937,25,9.02,1,7.29
"15106","Columbia",2021-03-16,13,2294,55,10.28,0,5.44
"15107","Conway",2021-03-16,11,2169,31,9.45,2,5.26
"15108","Craighead",2021-03-16,93,12990,171,10.33,9,8.8
"15109","Crawford",2021-03-16,81,6909,111,9.58,8,12.97
"15110","Crittenden",2021-03-16,32,5811,93,12.89,0,6.53
"15111","Cross",2021-03-16,13,1911,49,10.78,2,7.65
"15112","Dallas",2021-03-16,3,749,14,9.42,0,4.04
"15113","Desha",2021-03-16,11,1349,23,10.58,-1,9.25
"15114","Drew",2021-03-16,NA,1967,38,10.09,2,5.95
"15115","Faulkner",2021-03-16,156,12037,154,9.22,22,12.74
"15116","Franklin",2021-03-16,24,1661,38,7.97,1,13.5
"15117","Fulton",2021-03-16,10,1094,47,13.96,1,8.24
"15118","Garland",2021-03-16,99,9952,244,9.23,14,10.07
"15119","Grant",2021-03-16,20,1620,32,9.81,5,11.06
"15120","Greene",2021-03-16,42,5964,73,11.57,6,9.41
"15121","Hempstead",2021-03-16,11,1947,18,10.73,1,5
"15122","HotSpring",2021-03-16,67,4936,68,8.98,4,19.99
"15123","Howard",2021-03-16,10,1617,23,13.18,1,7.47
"15124","Independence",2021-03-16,8,3696,120,8.62,4,2.15
"15125","Izard",2021-03-16,2,1646,41,9.08,0,1.48
"15126","Jackson",2021-03-16,11,3194,36,11.25,0,6.39
"15127","Jefferson",2021-03-16,55,8692,162,9.37,4,7.81
"15128","Johnson",2021-03-16,56,2843,35,10.23,7,21.3
"15129","Lafayette",2021-03-16,NA,541,9,13.87,0,2.89
"15130","Lawrence",2021-03-16,11,2062,42,12.55,1,6.6
"15131","Lee",2021-03-16,5,1649,34,12.57,0,5.32
"15132","Lincoln",2021-03-16,8,3171,47,11.85,1,5.84
"15133","LittleRiver",2021-03-16,15,1205,40,13.2,2,12.08
"15134","Logan",2021-03-16,18,2200,21,7.68,1,8.27
"15135","Lonoke",2021-03-16,86,6977,112,9.88,10,11.91
"15136","Madison",2021-03-16,8,1420,22,10.25,1,4.98
"15137","Marion",2021-03-16,10,988,29,9.04,1,6.08
"15138","Miller",2021-03-16,32,4116,34,16.48,2,7.31
"15139","MissingCountyInfo",2021-03-16,34,3191,0,3.31,1,NA
"15140","Mississippi",2021-03-16,20,5705,106,12.81,3,4.67
"15141","Monroe",2021-03-16,9,847,16,10.36,2,12.42
"15142","Montgomery",2021-03-16,NA,744,31,9.07,1,6.67
"15143","Nevada",2021-03-16,NA,808,23,6.16,5,9.48
"15144","Newton",2021-03-16,6,700,26,9.81,1,7.65
"15145","Ouachita",2021-03-16,5,2260,58,11.56,1,2.07
"15146","Perry",2021-03-16,11,814,9,6.55,5,10.66
"15147","Phillips",2021-03-16,NA,1726,37,9.23,0,7.88
"15148","Pike",2021-03-16,12,991,22,10.45,2,11.1
"15149","Poinsett",2021-03-16,10,3096,76,10.69,0,4.16
"15150","Polk",2021-03-16,NA,1923,68,12.86,1,5.46
"15151","Pope",2021-03-16,51,7816,100,9.63,8,8.01
"15152","Prairie",2021-03-16,NA,885,21,10.68,1,8.49
"15153","Pulaski",2021-03-16,334,37928,596,8.88,53,8.49
"15154","Randolph",2021-03-16,27,2045,47,10.01,3,15.34
"15155","Saline",2021-03-16,81,11623,162,10.06,29,6.86
"15156","Scott",2021-03-16,5,925,14,7.88,1,4.79
"15157","Searcy",2021-03-16,NA,666,15,9.97,1,1.26
"15158","Sebastian",2021-03-16,145,14861,268,9.67,14,11.38
"15159","Sevier",2021-03-16,34,2763,25,15.99,3,19.78
"15160","Sharp",2021-03-16,11,1538,45,8.52,0,6.45
"15161","St.Francis",2021-03-16,33,3482,39,10.56,5,12.55
"15162","Stone",2021-03-16,3,975,29,8.1,1,2.41
"15163","Union",2021-03-16,33,3856,105,12.48,4,8.31
"15164","VanBuren",2021-03-16,13,1224,21,7.43,3,7.79
"15165","Washington",2021-03-16,271,29873,342,11.37,32,11.86
"15166","White",2021-03-16,69,7695,115,13.36,13,8.76
"15167","Woodruff",2021-03-16,3,628,12,7.11,0,4.5
"15168","Yell",2021-03-16,16,3397,63,10.06,2,7.42
"15169","Arkansas_all_counties",2021-03-17,2808,327781,5507,10,325,9.39
"15170","Arkansas_county",2021-03-17,16,2017,35,8.49,4,8.83
"15171","Ashley",2021-03-17,18,1872,33,10.97,4,8.76
"15172","Baxter",2021-03-17,86,3003,99,13.46,9,20.86
"15173","Benton",2021-03-17,322,27837,394,11.64,19,12.43
"15174","Boone",2021-03-17,32,3705,78,9.99,3,8.58
"15175","Bradley",2021-03-17,10,1334,31,11.49,3,9.13
"15176","Calhoun",2021-03-17,4,406,3,9.75,0,7.69
"15177","Carroll",2021-03-17,10,2735,44,11.93,0,3.59
"15178","Chicot",2021-03-17,9,1602,38,9.74,0,8.31
"15179","Clark",2021-03-17,NA,2067,40,7.18,3,4.02
"15180","Clay",2021-03-17,7,1708,48,9.01,1,4.65
"15181","Cleburne",2021-03-17,20,1922,69,8.25,5,7.93
"15182","Cleveland",2021-03-17,6,937,25,9.01,0,7.29
"15183","Columbia",2021-03-17,9,2294,55,10.27,0,3.77
"15184","Conway",2021-03-17,13,2172,31,9.44,3,6.22
"15185","Craighead",2021-03-17,84,12992,171,10.31,2,7.95
"15186","Crawford",2021-03-17,75,6917,111,9.56,8,12.01
"15187","Crittenden",2021-03-17,28,5813,94,12.82,2,5.71
"15188","Cross",2021-03-17,10,1911,49,10.76,0,5.88
"15189","Dallas",2021-03-17,4,750,14,9.42,1,5.38
"15190","Desha",2021-03-17,9,1350,23,10.57,1,7.57
"15191","Drew",2021-03-17,10,1967,38,10.06,0,5.4
"15192","Faulkner",2021-03-17,154,12048,154,9.2,11,12.58
"15193","Franklin",2021-03-17,23,1662,38,7.96,1,12.94
"15194","Fulton",2021-03-17,9,1094,47,13.88,0,7.41
"15195","Garland",2021-03-17,94,9955,246,9.21,3,9.56
"15196","Grant",2021-03-17,19,1621,32,9.8,1,10.51
"15197","Greene",2021-03-17,45,5970,73,11.56,6,10.08
"15198","Hempstead",2021-03-17,17,1952,18,10.71,5,7.72
"15199","HotSpring",2021-03-17,56,4940,68,8.95,4,16.71
"15200","Howard",2021-03-17,8,1617,23,13.1,0,5.98
"15201","Independence",2021-03-17,8,3695,120,8.61,-1,2.15
"15202","Izard",2021-03-17,NA,1646,41,9.06,0,0.74
"15203","Jackson",2021-03-17,13,3195,37,11.2,1,7.55
"15204","Jefferson",2021-03-17,53,8695,162,9.35,3,7.53
"15205","Johnson",2021-03-17,49,2843,35,10.2,0,18.64
"15206","Lafayette",2021-03-17,NA,541,9,13.83,0,1.45
"15207","Lawrence",2021-03-17,11,2064,42,12.54,2,6.6
"15208","Lee",2021-03-17,4,1649,34,12.53,0,4.26
"15209","Lincoln",2021-03-17,7,3171,47,11.83,0,5.11
"15210","LittleRiver",2021-03-17,12,1205,40,13.11,0,9.66
"15211","Logan",2021-03-17,15,2199,21,7.65,-1,6.89
"15212","Lonoke",2021-03-17,77,6982,112,9.87,5,10.66
"15213","Madison",2021-03-17,6,1420,22,10.23,0,3.73
"15214","Marion",2021-03-17,11,998,29,9.1,10,6.69
"15215","Miller",2021-03-17,40,4129,34,16.42,13,9.14
"15216","MissingCountyInfo",2021-03-17,42,3221,0,3.31,30,NA
"15217","Mississippi",2021-03-17,20,5708,106,12.76,3,4.67
"15218","Monroe",2021-03-17,12,851,16,10.37,4,16.55
"15219","Montgomery",2021-03-17,NA,744,31,9.07,0,5.56
"15220","Nevada",2021-03-17,13,813,23,6.19,5,15.4
"15221","Newton",2021-03-17,7,701,26,9.82,1,8.92
"15222","Ouachita",2021-03-17,7,2267,58,11.58,7,2.9
"15223","Perry",2021-03-17,11,814,10,6.51,0,10.66
"15224","Phillips",2021-03-17,NA,1727,37,9.19,1,7.36
"15225","Pike",2021-03-17,10,991,22,10.41,0,9.25
"15226","Poinsett",2021-03-17,12,3099,76,10.63,3,4.99
"15227","Polk",2021-03-17,NA,1927,68,12.87,4,3.97
"15228","Pope",2021-03-17,45,7819,101,9.6,3,7.07
"15229","Prairie",2021-03-17,NA,885,21,10.67,0,4.85
"15230","Pulaski",2021-03-17,336,37963,602,8.86,35,8.54
"15231","Randolph",2021-03-17,26,2046,47,9.97,1,14.77
"15232","Saline",2021-03-17,79,11634,162,10.04,11,6.69
"15233","Scott",2021-03-17,5,925,14,7.82,0,4.79
"15234","Searcy",2021-03-17,NA,666,15,9.93,0,1.26
"15235","Sebastian",2021-03-17,146,14881,269,9.67,20,11.45
"15236","Sevier",2021-03-17,33,2768,25,15.97,5,19.19
"15237","Sharp",2021-03-17,10,1538,45,8.47,0,5.87
"15238","St.Francis",2021-03-17,30,3484,39,10.55,2,11.41
"15239","Stone",2021-03-17,3,979,29,8.11,4,2.41
"15240","Union",2021-03-17,32,3862,105,12.47,6,8.05
"15241","VanBuren",2021-03-17,16,1226,21,7.43,2,9.59
"15242","Washington",2021-03-17,269,29907,342,11.36,34,11.77
"15243","White",2021-03-17,72,7707,115,13.33,12,9.14
"15244","Woodruff",2021-03-17,3,628,12,7.1,0,4.5
"15245","Yell",2021-03-17,13,3398,63,10.02,1,6.03
"15246","Arkansas_all_counties",2021-03-18,2734,328045,5515,9.98,264,9.14
"15247","Arkansas_county",2021-03-18,16,2020,35,8.46,3,8.83
"15248","Ashley",2021-03-18,20,1874,33,10.96,2,9.74
"15249","Baxter",2021-03-18,81,3007,99,13.42,4,19.65
"15250","Benton",2021-03-18,317,27867,396,11.62,30,12.24
"15251","Boone",2021-03-18,30,3707,78,9.95,2,8.05
"15252","Bradley",2021-03-18,8,1337,31,11.39,3,7.31
"15253","Calhoun",2021-03-18,3,406,3,9.74,0,5.77
"15254","Carroll",2021-03-18,9,2737,44,11.89,2,3.23
"15255","Chicot",2021-03-18,11,1605,38,9.75,3,10.16
"15256","Clark",2021-03-18,NA,2067,40,7.17,0,4.02
"15257","Clay",2021-03-18,10,1711,48,9.01,3,6.64
"15258","Cleburne",2021-03-18,19,1923,69,8.25,1,7.53
"15259","Cleveland",2021-03-18,6,937,25,9,0,7.29
"15260","Columbia",2021-03-18,9,2295,55,10.26,1,3.77
"15261","Conway",2021-03-18,12,2173,31,9.42,1,5.74
"15262","Craighead",2021-03-18,85,13001,171,10.28,9,8.04
"15263","Crawford",2021-03-18,70,6923,112,9.54,6,11.21
"15264","Crittenden",2021-03-18,37,5826,95,12.79,13,7.55
"15265","Cross",2021-03-18,9,1910,49,10.74,-1,5.29
"15266","Dallas",2021-03-18,2,750,15,9.39,0,2.69
"15267","Desha",2021-03-18,8,1351,24,10.56,1,6.73
"15268","Drew",2021-03-18,12,1971,38,10.05,4,6.49
"15269","Faulkner",2021-03-18,153,12064,155,9.17,16,12.5
"15270","Franklin",2021-03-18,22,1662,38,7.93,0,12.37
"15271","Fulton",2021-03-18,10,1096,47,13.86,2,8.24
"15272","Garland",2021-03-18,88,9963,247,9.19,8,8.95
"15273","Grant",2021-03-18,18,1621,32,9.78,0,9.95
"15274","Greene",2021-03-18,41,5973,74,11.52,3,9.19
"15275","Hempstead",2021-03-18,18,1953,18,10.68,1,8.18
"15276","HotSpring",2021-03-18,52,4941,68,8.92,1,15.51
"15277","Howard",2021-03-18,6,1618,23,13.08,1,4.48
"15278","Independence",2021-03-18,10,3698,120,8.59,3,2.68
"15279","Izard",2021-03-18,NA,1647,41,9.05,1,1.48
"15280","Jackson",2021-03-18,10,3195,37,11.14,0,5.81
"15281","Jefferson",2021-03-18,53,8699,161,9.31,4,7.53
"15282","Johnson",2021-03-18,49,2852,35,10.2,9,18.64
"15283","Lafayette",2021-03-18,NA,541,9,13.82,0,1.45
"15284","Lawrence",2021-03-18,9,2064,42,12.52,0,5.4
"15285","Lee",2021-03-18,3,1650,34,12.52,1,3.19
"15286","Lincoln",2021-03-18,8,3172,47,11.81,1,5.84
"15287","LittleRiver",2021-03-18,12,1204,40,13.08,-1,9.66
"15288","Logan",2021-03-18,16,2201,21,7.64,2,7.35
"15289","Lonoke",2021-03-18,66,6986,112,9.84,4,9.14
"15290","Madison",2021-03-18,6,1421,22,10.2,1,3.73
"15291","Marion",2021-03-18,11,1002,29,9.09,4,6.69
"15292","Miller",2021-03-18,50,4143,34,16.4,14,11.43
"15293","MissingCountyInfo",2021-03-18,38,3196,0,3.3,-25,NA
"15294","Mississippi",2021-03-18,22,5711,106,12.75,3,5.14
"15295","Monroe",2021-03-18,13,853,16,10.36,2,17.93
"15296","Montgomery",2021-03-18,NA,744,31,9.06,0,5.56
"15297","Nevada",2021-03-18,13,813,23,6.13,0,15.4
"15298","Newton",2021-03-18,8,702,26,9.66,1,10.19
"15299","Ouachita",2021-03-18,8,2270,58,11.55,3,3.32
"15300","Perry",2021-03-18,12,815,10,6.5,1,11.63
"15301","Phillips",2021-03-18,NA,1727,37,9.18,0,5.25
"15302","Pike",2021-03-18,10,991,22,10.38,0,9.25
"15303","Poinsett",2021-03-18,13,3100,76,10.61,1,5.4
"15304","Polk",2021-03-18,NA,1945,68,12.96,18,3.97
"15305","Pope",2021-03-18,50,7824,102,9.56,5,7.86
"15306","Prairie",2021-03-18,NA,885,21,10.64,0,4.85
"15307","Pulaski",2021-03-18,331,37990,601,8.84,27,8.41
"15308","Randolph",2021-03-18,25,2046,47,9.96,0,14.2
"15309","Saline",2021-03-18,67,11638,162,10.03,4,5.68
"15310","Scott",2021-03-18,4,925,14,7.78,0,3.83
"15311","Searcy",2021-03-18,NA,667,15,9.87,1,1.26
"15312","Sebastian",2021-03-18,136,14889,269,9.64,8,10.67
"15313","Sevier",2021-03-18,35,2771,25,15.96,3,20.36
"15314","Sharp",2021-03-18,7,1540,45,8.47,2,4.11
"15315","St.Francis",2021-03-18,31,3486,39,10.54,2,11.79
"15316","Stone",2021-03-18,4,980,29,8.03,1,3.21
"15317","Union",2021-03-18,27,3868,105,12.44,6,6.8
"15318","VanBuren",2021-03-18,13,1227,21,7.43,1,7.79
"15319","Washington",2021-03-18,256,29939,342,11.34,32,11.2
"15320","White",2021-03-18,76,7712,115,13.29,5,9.64
"15321","Woodruff",2021-03-18,3,628,12,7.08,0,4.5
"15322","Yell",2021-03-18,7,3399,63,9.96,1,3.24
"15323","Arkansas_all_counties",2021-03-19,2663,328273,5529,9.97,228,8.9
"15324","Arkansas_county",2021-03-19,18,2023,35,8.47,3,9.93
"15325","Ashley",2021-03-19,21,1877,33,10.93,3,10.23
"15326","Baxter",2021-03-19,84,3013,100,13.36,6,20.38
"15327","Benton",2021-03-19,310,27889,396,11.6,22,11.97
"15328","Boone",2021-03-19,26,3710,78,9.89,3,6.97
"15329","Bradley",2021-03-19,8,1340,31,11.41,3,7.31
"15330","Calhoun",2021-03-19,5,408,3,9.77,2,9.61
"15331","Carroll",2021-03-19,9,2739,44,11.87,2,3.23
"15332","Chicot",2021-03-19,11,1606,38,9.75,1,10.16
"15333","Clark",2021-03-19,NA,2068,40,7.17,1,4.02
"15334","Clay",2021-03-19,NA,1711,48,8.98,0,5.31
"15335","Cleburne",2021-03-19,19,1925,69,8.24,2,7.53
"15336","Cleveland",2021-03-19,7,938,25,8.94,1,8.51
"15337","Columbia",2021-03-19,10,2297,55,10.25,2,4.19
"15338","Conway",2021-03-19,13,2175,31,9.41,2,6.22
"15339","Craighead",2021-03-19,94,13016,171,10.27,15,8.89
"15340","Crawford",2021-03-19,68,6925,113,9.54,2,10.88
"15341","Crittenden",2021-03-19,38,5829,95,12.77,3,7.75
"15342","Cross",2021-03-19,8,1911,49,10.74,1,4.71
"15343","Dallas",2021-03-19,2,750,15,9.35,0,2.69
"15344","Desha",2021-03-19,8,1351,24,10.52,0,6.73
"15345","Drew",2021-03-19,12,1972,38,10.05,1,6.49
"15346","Faulkner",2021-03-19,146,12070,155,9.16,6,11.93
"15347","Franklin",2021-03-19,22,1664,38,7.91,2,12.37
"15348","Fulton",2021-03-19,NA,1098,47,13.85,2,7.41
"15349","Garland",2021-03-19,78,9964,249,9.16,1,7.94
"15350","Grant",2021-03-19,18,1622,32,9.75,1,9.95
"15351","Greene",2021-03-19,38,5975,74,11.5,2,8.52
"15352","Hempstead",2021-03-19,19,1956,18,10.67,3,8.63
"15353","HotSpring",2021-03-19,43,4941,68,8.88,0,12.83
"15354","Howard",2021-03-19,6,1618,23,13.08,0,4.48
"15355","Independence",2021-03-19,14,3703,120,8.56,5,3.76
