"","Date","Name","Cumulative_Total","Active_Cases","Cumulative_Student_Cases","Cumulative_Faculty_Staff_Cases","Type"
"2087",2021-08-26,"BENTONVILLE SCHOOL DIST",248,125,170,29,"PUBLIC SCHOOL DISTRICT"
"2300",2021-08-23,"BENTONVILLE SCHOOL DIST",162,88,113,24,"PUBLIC SCHOOL DISTRICT"
"2457",2021-08-19,"BENTONVILLE SCHOOL DIST",126,84,86,16,"PUBLIC SCHOOL DISTRICT"
"2594",2021-08-16,"BENTONVILLE SCHOOL DIST",75,52,50,11,"PUBLIC SCHOOL DISTRICT"
"1279",2021-09-09,"BERGMAN SCHOOL DIST",34,8,25,5,"PUBLIC SCHOOL DISTRICT"
"1507",2021-09-06,"BERGMAN SCHOOL DIST",34,10,25,5,"PUBLIC SCHOOL DISTRICT"
"1768",2021-09-02,"BERGMAN SCHOOL DIST",31,9,22,5,"PUBLIC SCHOOL DISTRICT"
"1984",2021-08-30,"BERGMAN SCHOOL DIST",26,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2220",2021-08-26,"BERGMAN SCHOOL DIST",20,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2382",2021-08-23,"BERGMAN SCHOOL DIST",14,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"71",2021-10-04,"BERRYVILLE SCHOOL DIST",85,8,56,16,"PUBLIC SCHOOL DISTRICT"
"11010",2021-09-30,"BERRYVILLE SCHOOL DIST",80,5,52,16,"PUBLIC SCHOOL DISTRICT"
"235",2021-09-27,"BERRYVILLE SCHOOL DIST",78,8,50,16,"PUBLIC SCHOOL DISTRICT"
"425",2021-09-23,"BERRYVILLE SCHOOL DIST",76,9,48,16,"PUBLIC SCHOOL DISTRICT"
"616",2021-09-20,"BERRYVILLE SCHOOL DIST",74,9,46,16,"PUBLIC SCHOOL DISTRICT"
"820",2021-09-16,"BERRYVILLE SCHOOL DIST",70,12,45,13,"PUBLIC SCHOOL DISTRICT"
"1053",2021-09-13,"BERRYVILLE SCHOOL DIST",67,10,44,12,"PUBLIC SCHOOL DISTRICT"
"1262",2021-09-09,"BERRYVILLE SCHOOL DIST",59,10,39,11,"PUBLIC SCHOOL DISTRICT"
"1451",2021-09-06,"BERRYVILLE SCHOOL DIST",56,18,36,11,"PUBLIC SCHOOL DISTRICT"
"1683",2021-09-02,"BERRYVILLE SCHOOL DIST",54,22,34,10,"PUBLIC SCHOOL DISTRICT"
"1943",2021-08-30,"BERRYVILLE SCHOOL DIST",44,15,28,10,"PUBLIC SCHOOL DISTRICT"
"2146",2021-08-26,"BERRYVILLE SCHOOL DIST",38,15,22,10,"PUBLIC SCHOOL DISTRICT"
"2325",2021-08-23,"BERRYVILLE SCHOOL DIST",27,16,12,10,"PUBLIC SCHOOL DISTRICT"
"2488",2021-08-19,"BERRYVILLE SCHOOL DIST",15,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2648",2021-08-16,"BERRYVILLE SCHOOL DIST",8,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"453",2021-09-23,"BISMARCK SCHOOL DIST",46,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"630",2021-09-20,"BISMARCK SCHOOL DIST",44,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"786",2021-09-16,"BISMARCK SCHOOL DIST",44,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"987",2021-09-13,"BISMARCK SCHOOL DIST",38,21,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1226",2021-09-09,"BISMARCK SCHOOL DIST",27,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1475",2021-09-06,"BISMARCK SCHOOL DIST",25,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"124",2021-10-04,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",27,5,12,6,"COLLEGE/UNIVERSITY"
"138",2021-09-30,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",24,9,NA,NA,"COLLEGE/UNIVERSITY"
"310",2021-09-27,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",21,8,NA,NA,"COLLEGE/UNIVERSITY"
"510",2021-09-23,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",19,6,NA,NA,"COLLEGE/UNIVERSITY"
"1133",2021-09-13,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",12,7,NA,NA,"COLLEGE/UNIVERSITY"
"1352",2021-09-09,"BLACK RIVER TECHNICAL COLLEGE, POCAHONTAS",9,5,NA,NA,"COLLEGE/UNIVERSITY"
"9610",2021-09-30,"BLEVINS SCHOOL DIST",24,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"272",2021-09-27,"BLEVINS SCHOOL DIST",21,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"438",2021-09-23,"BLEVINS SCHOOL DIST",20,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1083",2021-09-13,"BLEVINS SCHOOL DIST",13,7,12,0,"PUBLIC SCHOOL DISTRICT"
"11110",2021-09-30,"BLYTHEVILLE SCHOOL DIST",65,5,45,11,"PUBLIC SCHOOL DISTRICT"
"255",2021-09-27,"BLYTHEVILLE SCHOOL DIST",64,6,45,11,"PUBLIC SCHOOL DISTRICT"
"463",2021-09-23,"BLYTHEVILLE SCHOOL DIST",63,5,44,11,"PUBLIC SCHOOL DISTRICT"
"640",2021-09-20,"BLYTHEVILLE SCHOOL DIST",61,7,43,11,"PUBLIC SCHOOL DISTRICT"
"844",2021-09-16,"BLYTHEVILLE SCHOOL DIST",60,9,43,10,"PUBLIC SCHOOL DISTRICT"
"1030",2021-09-13,"BLYTHEVILLE SCHOOL DIST",55,13,38,10,"PUBLIC SCHOOL DISTRICT"
"1208",2021-09-09,"BLYTHEVILLE SCHOOL DIST",51,19,35,9,"PUBLIC SCHOOL DISTRICT"
"1454",2021-09-06,"BLYTHEVILLE SCHOOL DIST",41,17,32,6,"PUBLIC SCHOOL DISTRICT"
"1705",2021-09-02,"BLYTHEVILLE SCHOOL DIST",37,17,29,5,"PUBLIC SCHOOL DISTRICT"
"1951",2021-08-30,"BLYTHEVILLE SCHOOL DIST",24,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2147",2021-08-26,"BLYTHEVILLE SCHOOL DIST",21,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2371",2021-08-23,"BLYTHEVILLE SCHOOL DIST",11,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"641",2021-09-20,"BOONEVILLE SCHOOL DIST",76,7,55,11,"PUBLIC SCHOOL DISTRICT"
"826",2021-09-16,"BOONEVILLE SCHOOL DIST",75,11,54,11,"PUBLIC SCHOOL DISTRICT"
"1031",2021-09-13,"BOONEVILLE SCHOOL DIST",72,13,51,11,"PUBLIC SCHOOL DISTRICT"
"1218",2021-09-09,"BOONEVILLE SCHOOL DIST",64,17,47,8,"PUBLIC SCHOOL DISTRICT"
"1429",2021-09-06,"BOONEVILLE SCHOOL DIST",58,23,43,7,"PUBLIC SCHOOL DISTRICT"
"1675",2021-09-02,"BOONEVILLE SCHOOL DIST",50,25,36,7,"PUBLIC SCHOOL DISTRICT"
"1894",2021-08-30,"BOONEVILLE SCHOOL DIST",40,26,29,5,"PUBLIC SCHOOL DISTRICT"
"2131",2021-08-26,"BOONEVILLE SCHOOL DIST",34,19,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2362",2021-08-23,"BOONEVILLE SCHOOL DIST",18,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"664",2021-09-20,"BRADFORD SCHOOL DIST",18,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"891",2021-09-16,"BRADFORD SCHOOL DIST",17,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1318",2021-09-09,"BRADFORD SCHOOL DIST",13,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1557",2021-09-06,"BRADFORD SCHOOL DIST",11,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"72",2021-10-04,"BROOKLAND SCHOOL DIST",177,8,139,6,"PUBLIC SCHOOL DISTRICT"
"5610",2021-09-30,"BROOKLAND SCHOOL DIST",175,11,137,6,"PUBLIC SCHOOL DISTRICT"
"203",2021-09-27,"BROOKLAND SCHOOL DIST",171,13,135,6,"PUBLIC SCHOOL DISTRICT"
"363",2021-09-23,"BROOKLAND SCHOOL DIST",169,20,133,6,"PUBLIC SCHOOL DISTRICT"
"556",2021-09-20,"BROOKLAND SCHOOL DIST",164,19,128,5,"PUBLIC SCHOOL DISTRICT"
"758",2021-09-16,"BROOKLAND SCHOOL DIST",157,26,119,5,"PUBLIC SCHOOL DISTRICT"
"961",2021-09-13,"BROOKLAND SCHOOL DIST",148,36,114,5,"PUBLIC SCHOOL DISTRICT"
"1160",2021-09-09,"BROOKLAND SCHOOL DIST",134,50,101,5,"PUBLIC SCHOOL DISTRICT"
"1377",2021-09-06,"BROOKLAND SCHOOL DIST",113,62,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1624",2021-09-02,"BROOKLAND SCHOOL DIST",103,69,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1873",2021-08-30,"BROOKLAND SCHOOL DIST",71,47,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2105",2021-08-26,"BROOKLAND SCHOOL DIST",48,31,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2348",2021-08-23,"BROOKLAND SCHOOL DIST",25,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2494",2021-08-19,"BROOKLAND SCHOOL DIST",22,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2636",2021-08-16,"BROOKLAND SCHOOL DIST",16,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"14",2021-10-04,"BRYANT SCHOOL DIST",355,25,254,30,"PUBLIC SCHOOL DISTRICT"
"16100",2021-09-30,"BRYANT SCHOOL DIST",342,23,245,26,"PUBLIC SCHOOL DISTRICT"
"175",2021-09-27,"BRYANT SCHOOL DIST",334,26,239,26,"PUBLIC SCHOOL DISTRICT"
"345",2021-09-23,"BRYANT SCHOOL DIST",324,38,230,26,"PUBLIC SCHOOL DISTRICT"
"531",2021-09-20,"BRYANT SCHOOL DIST",312,49,218,26,"PUBLIC SCHOOL DISTRICT"
"732",2021-09-16,"BRYANT SCHOOL DIST",297,64,207,24,"PUBLIC SCHOOL DISTRICT"
"944",2021-09-13,"BRYANT SCHOOL DIST",269,75,187,22,"PUBLIC SCHOOL DISTRICT"
"1154",2021-09-09,"BRYANT SCHOOL DIST",225,72,144,22,"PUBLIC SCHOOL DISTRICT"
"1372",2021-09-06,"BRYANT SCHOOL DIST",193,82,130,21,"PUBLIC SCHOOL DISTRICT"
"1625",2021-09-02,"BRYANT SCHOOL DIST",148,69,99,15,"PUBLIC SCHOOL DISTRICT"
"1871",2021-08-30,"BRYANT SCHOOL DIST",113,50,78,13,"PUBLIC SCHOOL DISTRICT"
"2098",2021-08-26,"BRYANT SCHOOL DIST",96,41,62,11,"PUBLIC SCHOOL DISTRICT"
"2315",2021-08-23,"BRYANT SCHOOL DIST",62,24,39,9,"PUBLIC SCHOOL DISTRICT"
"2473",2021-08-19,"BRYANT SCHOOL DIST",49,21,29,8,"PUBLIC SCHOOL DISTRICT"
"2606",2021-08-16,"BRYANT SCHOOL DIST",36,21,23,6,"PUBLIC SCHOOL DISTRICT"
"40",2021-10-04,"BUFFALO IS. CENTRAL SCH. DIST",43,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"6210",2021-09-30,"BUFFALO IS. CENTRAL SCH. DIST",40,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"654",2021-09-20,"BUFFALO IS. CENTRAL SCH. DIST",30,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"832",2021-09-16,"BUFFALO IS. CENTRAL SCH. DIST",30,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1074",2021-09-13,"BUFFALO IS. CENTRAL SCH. DIST",26,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1303",2021-09-09,"BUFFALO IS. CENTRAL SCH. DIST",22,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1544",2021-09-06,"BUFFALO IS. CENTRAL SCH. DIST",19,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1784",2021-09-02,"BUFFALO IS. CENTRAL SCH. DIST",18,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2006",2021-08-30,"BUFFALO IS. CENTRAL SCH. DIST",15,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2207",2021-08-26,"BUFFALO IS. CENTRAL SCH. DIST",14,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2408",2021-08-23,"BUFFALO IS. CENTRAL SCH. DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"7",2021-10-04,"CABOT SCHOOL DIST",575,32,418,33,"PUBLIC SCHOOL DISTRICT"
"5100",2021-09-30,"CABOT SCHOOL DIST",568,52,411,32,"PUBLIC SCHOOL DISTRICT"
"163",2021-09-27,"CABOT SCHOOL DIST",544,50,390,32,"PUBLIC SCHOOL DISTRICT"
"335",2021-09-23,"CABOT SCHOOL DIST",531,74,379,32,"PUBLIC SCHOOL DISTRICT"
"525",2021-09-20,"CABOT SCHOOL DIST",505,70,356,30,"PUBLIC SCHOOL DISTRICT"
"728",2021-09-16,"CABOT SCHOOL DIST",487,90,339,28,"PUBLIC SCHOOL DISTRICT"
"941",2021-09-13,"CABOT SCHOOL DIST",454,101,311,27,"PUBLIC SCHOOL DISTRICT"
"1149",2021-09-09,"CABOT SCHOOL DIST",397,130,264,24,"PUBLIC SCHOOL DISTRICT"
"1365",2021-09-06,"CABOT SCHOOL DIST",362,173,246,22,"PUBLIC SCHOOL DISTRICT"
"1616",2021-09-02,"CABOT SCHOOL DIST",311,173,203,21,"PUBLIC SCHOOL DISTRICT"
"1860",2021-08-30,"CABOT SCHOOL DIST",247,140,163,17,"PUBLIC SCHOOL DISTRICT"
"2090",2021-08-26,"CABOT SCHOOL DIST",191,107,119,13,"PUBLIC SCHOOL DISTRICT"
"2303",2021-08-23,"CABOT SCHOOL DIST",116,59,75,12,"PUBLIC SCHOOL DISTRICT"
"2460",2021-08-19,"CABOT SCHOOL DIST",92,56,54,10,"PUBLIC SCHOOL DISTRICT"
"2596",2021-08-16,"CABOT SCHOOL DIST",58,41,28,9,"PUBLIC SCHOOL DISTRICT"
"1240",2021-09-09,"CADDO HILLS SCHOOL DIST",51,13,40,7,"PUBLIC SCHOOL DISTRICT"
"1430",2021-09-06,"CADDO HILLS SCHOOL DIST",50,23,39,7,"PUBLIC SCHOOL DISTRICT"
"1662",2021-09-02,"CADDO HILLS SCHOOL DIST",48,29,37,7,"PUBLIC SCHOOL DISTRICT"
"1898",2021-08-30,"CADDO HILLS SCHOOL DIST",35,25,28,6,"PUBLIC SCHOOL DISTRICT"
"2127",2021-08-26,"CADDO HILLS SCHOOL DIST",31,20,25,6,"PUBLIC SCHOOL DISTRICT"
"2409",2021-08-23,"CADDO HILLS SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"112",2021-09-30,"CALICO ROCK SCHOOL DIST",17,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"248",2021-09-27,"CALICO ROCK SCHOOL DIST",17,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"412",2021-09-23,"CALICO ROCK SCHOOL DIST",16,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"273",2021-09-27,"CAMDEN FAIRVIEW SCHOOL DIST",87,5,63,9,"PUBLIC SCHOOL DISTRICT"
"439",2021-09-23,"CAMDEN FAIRVIEW SCHOOL DIST",86,7,62,9,"PUBLIC SCHOOL DISTRICT"
"599",2021-09-20,"CAMDEN FAIRVIEW SCHOOL DIST",86,11,62,9,"PUBLIC SCHOOL DISTRICT"
"833",2021-09-16,"CAMDEN FAIRVIEW SCHOOL DIST",83,10,59,9,"PUBLIC SCHOOL DISTRICT"
"1007",2021-09-13,"CAMDEN FAIRVIEW SCHOOL DIST",76,17,52,8,"PUBLIC SCHOOL DISTRICT"
"1195",2021-09-09,"CAMDEN FAIRVIEW SCHOOL DIST",68,25,45,8,"PUBLIC SCHOOL DISTRICT"
"1400",2021-09-06,"CAMDEN FAIRVIEW SCHOOL DIST",63,35,42,8,"PUBLIC SCHOOL DISTRICT"
"1665",2021-09-02,"CAMDEN FAIRVIEW SCHOOL DIST",53,28,33,8,"PUBLIC SCHOOL DISTRICT"
"1985",2021-08-30,"CAMDEN FAIRVIEW SCHOOL DIST",31,9,16,6,"PUBLIC SCHOOL DISTRICT"
"2197",2021-08-26,"CAMDEN FAIRVIEW SCHOOL DIST",27,9,13,6,"PUBLIC SCHOOL DISTRICT"
"2363",2021-08-23,"CAMDEN FAIRVIEW SCHOOL DIST",23,9,9,6,"PUBLIC SCHOOL DISTRICT"
"2485",2021-08-19,"CAMDEN FAIRVIEW SCHOOL DIST",20,14,8,5,"PUBLIC SCHOOL DISTRICT"
"2626",2021-08-16,"CAMDEN FAIRVIEW SCHOOL DIST",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"256",2021-09-27,"CARLISLE SCHOOL DIST",36,6,21,8,"PUBLIC SCHOOL DISTRICT"
"454",2021-09-23,"CARLISLE SCHOOL DIST",34,6,18,8,"PUBLIC SCHOOL DISTRICT"
"665",2021-09-20,"CARLISLE SCHOOL DIST",31,5,16,8,"PUBLIC SCHOOL DISTRICT"
"1545",2021-09-06,"CARLISLE SCHOOL DIST",25,6,12,6,"PUBLIC SCHOOL DISTRICT"
"1785",2021-09-02,"CARLISLE SCHOOL DIST",24,7,11,5,"PUBLIC SCHOOL DISTRICT"
"1986",2021-08-30,"CARLISLE SCHOOL DIST",22,9,10,5,"PUBLIC SCHOOL DISTRICT"
"2198",2021-08-26,"CARLISLE SCHOOL DIST",20,9,9,5,"PUBLIC SCHOOL DISTRICT"
"2395",2021-08-23,"CARLISLE SCHOOL DIST",16,6,7,5,"PUBLIC SCHOOL DISTRICT"
"489",2021-09-23,"CATHOLIC HIGH SCHOOL FOR BOYS, LITTLE ROCK",8,5,NA,NA,"PRIVATE SCHOOL"
"27",2021-10-04,"CAVE CITY SCHOOL DIST",65,15,50,6,"PUBLIC SCHOOL DISTRICT"
"25100",2021-09-30,"CAVE CITY SCHOOL DIST",64,20,50,6,"PUBLIC SCHOOL DISTRICT"
"190",2021-09-27,"CAVE CITY SCHOOL DIST",59,18,44,6,"PUBLIC SCHOOL DISTRICT"
"426",2021-09-23,"CAVE CITY SCHOOL DIST",49,9,35,6,"PUBLIC SCHOOL DISTRICT"
"655",2021-09-20,"CAVE CITY SCHOOL DIST",41,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"853",2021-09-16,"CAVE CITY SCHOOL DIST",38,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1084",2021-09-13,"CAVE CITY SCHOOL DIST",33,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1263",2021-09-09,"CAVE CITY SCHOOL DIST",30,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1488",2021-09-06,"CAVE CITY SCHOOL DIST",26,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1725",2021-09-02,"CAVE CITY SCHOOL DIST",25,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2007",2021-08-30,"CAVE CITY SCHOOL DIST",18,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2183",2021-08-26,"CAVE CITY SCHOOL DIST",16,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2383",2021-08-23,"CAVE CITY SCHOOL DIST",11,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2546",2021-08-19,"CAVE CITY SCHOOL DIST",8,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"666",2021-09-20,"CEDAR RIDGE SCHOOL DIST",16,5,9,5,"PUBLIC SCHOOL DISTRICT"
"1085",2021-09-13,"CEDAR RIDGE SCHOOL DIST",14,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2410",2021-08-23,"CEDAR RIDGE SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"274",2021-09-27,"CEDARVILLE SCHOOL DIST",63,5,48,7,"PUBLIC SCHOOL DISTRICT"
"455",2021-09-23,"CEDARVILLE SCHOOL DIST",62,6,47,7,"PUBLIC SCHOOL DISTRICT"
"667",2021-09-20,"CEDARVILLE SCHOOL DIST",58,5,43,7,"PUBLIC SCHOOL DISTRICT"
"792",2021-09-16,"CEDARVILLE SCHOOL DIST",58,16,43,7,"PUBLIC SCHOOL DISTRICT"
"980",2021-09-13,"CEDARVILLE SCHOOL DIST",53,23,38,7,"PUBLIC SCHOOL DISTRICT"
"1206",2021-09-09,"CEDARVILLE SCHOOL DIST",36,20,26,6,"PUBLIC SCHOOL DISTRICT"
"1452",2021-09-06,"CEDARVILLE SCHOOL DIST",29,18,22,5,"PUBLIC SCHOOL DISTRICT"
"1769",2021-09-02,"CEDARVILLE SCHOOL DIST",19,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2020",2021-08-30,"CEDARVILLE SCHOOL DIST",12,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2236",2021-08-26,"CEDARVILLE SCHOOL DIST",11,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"102",2021-10-04,"CENTERPOINT SCHOOL DIST",64,5,53,7,"PUBLIC SCHOOL DISTRICT"
"11310",2021-09-30,"CENTERPOINT SCHOOL DIST",63,5,52,7,"PUBLIC SCHOOL DISTRICT"
"275",2021-09-27,"CENTERPOINT SCHOOL DIST",62,5,52,6,"PUBLIC SCHOOL DISTRICT"
"464",2021-09-23,"CENTERPOINT SCHOOL DIST",60,5,50,6,"PUBLIC SCHOOL DISTRICT"
"591",2021-09-20,"CENTERPOINT SCHOOL DIST",59,12,49,6,"PUBLIC SCHOOL DISTRICT"
"793",2021-09-16,"CENTERPOINT SCHOOL DIST",58,16,48,6,"PUBLIC SCHOOL DISTRICT"
"988",2021-09-13,"CENTERPOINT SCHOOL DIST",53,20,43,6,"PUBLIC SCHOOL DISTRICT"
"1189",2021-09-09,"CENTERPOINT SCHOOL DIST",44,27,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1413",2021-09-06,"CENTERPOINT SCHOOL DIST",38,28,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1684",2021-09-02,"CENTERPOINT SCHOOL DIST",30,22,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1960",2021-08-30,"CENTERPOINT SCHOOL DIST",14,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2208",2021-08-26,"CENTERPOINT SCHOOL DIST",12,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"12910",2021-09-30,"CENTRAL AR CHRISTIAN, NORTH LITTLE ROCK",9,6,9,0,"PRIVATE SCHOOL"
"1847",2021-09-02,"CENTRAL BAPTIST COLLEGE, CONWAY",8,5,5,0,"COLLEGE/UNIVERSITY"
"2068",2021-08-30,"CENTRAL BAPTIST COLLEGE, CONWAY",8,7,5,0,"COLLEGE/UNIVERSITY"
"91",2021-10-04,"CHARLESTON SCHOOL DIST",32,6,20,5,"PUBLIC SCHOOL DISTRICT"
"8210",2021-09-30,"CHARLESTON SCHOOL DIST",31,7,19,5,"PUBLIC SCHOOL DISTRICT"
"1319",2021-09-09,"CHARLESTON SCHOOL DIST",24,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1489",2021-09-06,"CHARLESTON SCHOOL DIST",22,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1717",2021-09-02,"CHARLESTON SCHOOL DIST",22,15,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1963",2021-08-30,"CHARLESTON SCHOOL DIST",15,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2221",2021-08-26,"CHARLESTON SCHOOL DIST",10,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"692",2021-09-20,"CHRIST THE KING SCHOOL, FORT SMITH",11,5,NA,NA,"PRIVATE SCHOOL"
"904",2021-09-16,"CHRIST THE KING SCHOOL, FORT SMITH",11,6,NA,NA,"PRIVATE SCHOOL"
"1320",2021-09-09,"CLARENDON SCHOOL DIST",13,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2411",2021-08-23,"CLARENDON SCHOOL DIST",7,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"80",2021-10-04,"CLARKSVILLE SCHOOL DIST",155,7,114,21,"PUBLIC SCHOOL DISTRICT"
"7010",2021-09-30,"CLARKSVILLE SCHOOL DIST",150,9,109,21,"PUBLIC SCHOOL DISTRICT"
"199",2021-09-27,"CLARKSVILLE SCHOOL DIST",146,14,106,21,"PUBLIC SCHOOL DISTRICT"
"364",2021-09-23,"CLARKSVILLE SCHOOL DIST",145,20,106,21,"PUBLIC SCHOOL DISTRICT"
"557",2021-09-20,"CLARKSVILLE SCHOOL DIST",140,19,100,21,"PUBLIC SCHOOL DISTRICT"
"750",2021-09-16,"CLARKSVILLE SCHOOL DIST",129,29,93,19,"PUBLIC SCHOOL DISTRICT"
"952",2021-09-13,"CLARKSVILLE SCHOOL DIST",127,47,92,19,"PUBLIC SCHOOL DISTRICT"
"1164",2021-09-09,"CLARKSVILLE SCHOOL DIST",102,47,73,14,"PUBLIC SCHOOL DISTRICT"
"1384",2021-09-06,"CLARKSVILLE SCHOOL DIST",88,48,64,11,"PUBLIC SCHOOL DISTRICT"
"1644",2021-09-02,"CLARKSVILLE SCHOOL DIST",68,36,50,8,"PUBLIC SCHOOL DISTRICT"
"1895",2021-08-30,"CLARKSVILLE SCHOOL DIST",49,26,34,6,"PUBLIC SCHOOL DISTRICT"
"2117",2021-08-26,"CLARKSVILLE SCHOOL DIST",42,23,29,6,"PUBLIC SCHOOL DISTRICT"
"2322",2021-08-23,"CLARKSVILLE SCHOOL DIST",28,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2502",2021-08-19,"CLARKSVILLE SCHOOL DIST",16,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2631",2021-08-16,"CLARKSVILLE SCHOOL DIST",13,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"47",2021-10-04,"CLEVELAND COUNTY SCHOOL DIST",25,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"7710",2021-09-30,"CLEVELAND COUNTY SCHOOL DIST",22,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"892",2021-09-16,"CLEVELAND COUNTY SCHOOL DIST",14,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1100",2021-09-13,"CLEVELAND COUNTY SCHOOL DIST",14,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1801",2021-09-02,"CLEVELAND COUNTY SCHOOL DIST",9,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2033",2021-08-30,"CLEVELAND COUNTY SCHOOL DIST",7,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2237",2021-08-26,"CLEVELAND COUNTY SCHOOL DIST",7,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"73",2021-10-04,"CLINTON SCHOOL DIST",47,8,37,7,"PUBLIC SCHOOL DISTRICT"
"4110",2021-09-30,"CLINTON SCHOOL DIST",46,15,36,7,"PUBLIC SCHOOL DISTRICT"
"208",2021-09-27,"CLINTON SCHOOL DIST",40,12,32,5,"PUBLIC SCHOOL DISTRICT"
"391",2021-09-23,"CLINTON SCHOOL DIST",35,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"617",2021-09-20,"CLINTON SCHOOL DIST",30,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
